,logFC,AveExpr,t,P.Value,adj.P.Val,B
RP11-290F5.1,3.8040283799478116,-1.831347376663125,34.285300031183745,7.836784887413791e-189,2.3758679847083774e-188,421.2687260657094
CTD-2600H12.2,2.4780020965329337,-0.7869487232458405,34.27126003689371,1.0216817931079131e-188,3.0965355715770656e-188,420.9797081828834
VPS33B,0.8999634581811149,3.6674604595060294,34.25745418384277,1.3260747546264222e-188,4.016803734778267e-188,420.3708473715623
GNA13,1.5758735606326777,6.37681214064511,34.25426070588737,1.408523629691009e-188,4.265332462879531e-188,420.0842297430523
EIF3G,1.3497216997572075,6.556116252489957,34.242627419149116,1.754648090097982e-188,5.312719235022257e-188,419.85911537612355
WDR26,1.172150954526474,7.197517786521684,34.219817510091005,2.6995190631467643e-188,8.166612291872564e-188,419.41294887893656
WHAMMP2,2.0437645335226717,0.6944670751483167,34.21968802684894,2.7061286436543204e-188,8.185441810199055e-188,419.95782240307864
BSG,1.559261754219433,8.68304928551926,34.21888166337535,2.7476558422074926e-188,8.308685946538602e-188,419.37261360920587
SULT1A4,2.831433862616519,2.8497033368009466,34.216540436384626,2.8718733734100374e-188,8.683073373840454e-188,419.71350091680046
MARCO,5.282855475520623,0.8452326730045226,34.20978424534009,3.262717129767665e-188,9.860573681881789e-188,419.7633253688995
RP11-864N7.2,2.3747955058349115,-1.2607082460902084,34.18711783379406,5.0058833579198873e-188,1.5122310129742344e-187,419.40308091687933
TTC13,1.3365050621786194,4.167140324058344,34.187012204398194,5.0158787391153453e-188,1.5150350457737476e-187,418.9709413404839
FGFR1OP2,1.2475831236338566,4.738771283382565,34.17491573434266,6.303075475076577e-188,1.9030180965263185e-187,418.67875449466345
ACD,1.3597046028920294,3.7956564761126335,34.15187371938385,9.739003919789229e-188,2.936633209203907e-187,418.3591156131126
GNRH1,2.2321688042092145,-0.16125673631928122,34.12620480407572,1.5812613890468277e-187,4.764646319102656e-187,418.2268070377545
TBC1D14,1.6372001995182428,6.0780839859710625,34.117803093193565,1.8530854481088257e-187,5.582120964094661e-187,417.51865443468756
PPP1R16B,3.039809118606457,3.079857105777651,34.11747092960249,1.8647433277193854e-187,5.616441900277899e-187,417.8131582361769
KCMF1,1.0343244334189032,5.734575309316694,34.11290372545838,2.0326758804255563e-187,6.121371855981683e-187,417.44075230565784
NRM,1.710026782773832,3.9856993572298824,34.10681686390794,2.2802208781337683e-187,6.8649031114899e-187,417.48175661796205
RP11-686D22.10,3.230408311260692,-2.873222827859033,34.085883266166846,3.385426093468756e-187,1.0182165140934065e-186,417.5287070077193
AKT2,1.0681624364733189,6.737357493160758,34.082754413516746,3.591419426331591e-187,1.0800190940858415e-186,416.8362730869618
RANBP3,0.8758162791765516,5.603155097648009,34.072632595884656,4.3476145852969395e-187,1.3066836534838968e-186,416.6872096920424
LGALS12,4.694318546150926,0.01149172560431329,34.0611121800877,5.403801095876971e-187,1.6229741979132757e-186,416.99364788984565
OGG1,0.9496632783176189,3.969697233455706,34.05906076839886,5.617164950473778e-187,1.6868172423026023e-186,416.5828057383998
TNFRSF13B,4.399199170279601,-1.6959812757299253,34.055106926747705,6.052449044763398e-187,1.8172747767991882e-186,416.92330759342593
B3GAT1,4.613625383832222,-0.369633854885707,34.05078823670367,6.566526664639604e-187,1.9713501958578825e-186,416.81018754231246
HEXDC-IT1,2.769386305438888,-2.9086910617011426,34.04466304622596,7.371385685963389e-187,2.211728096763136e-186,416.7521450744374
GZMA,3.712208177217902,2.139414054813687,34.014875296273665,1.29339468677469e-186,3.877993103768269e-186,415.9893028864265
NRBP1,0.9248923259716406,6.632231760013495,34.01439299316386,1.3052223852601706e-186,3.912903805635289e-186,415.54909327919745
ZDHHC2,2.449125582029453,3.617444221128845,34.005230280437296,1.5516371685296725e-186,4.6503137377691896e-186,415.61805826163237
MEGF9,2.4105596528130295,6.157004605557237,33.997758607171946,1.7866232390664937e-186,5.353064973588986e-186,415.25040344061426
LINC00174,1.809408780355135,2.694401967446886,33.97961812901604,2.5160448174725438e-186,7.533238218651934e-186,415.2625602480439
ZNF672,1.130744702808407,5.24290991536258,33.97601657706407,2.6930032108362362e-186,8.061929273877613e-186,414.8853758966696
CD79A,4.772160872912413,2.4336163439724277,33.97167059704329,2.9231849102411934e-186,8.748548329367754e-186,415.1432184684262
CSGALNACT1,2.3364408286516105,3.5463142617312404,33.9561445037641,3.918350407110117e-186,1.1718637376375512e-185,414.70260365773794
RP11-46F15.2,2.877798343949484,-3.2407067966570855,33.949249834325514,4.462803736730386e-186,1.334505861863345e-185,414.95964735205916
MYPOP,1.2049241206960613,2.6398707402169537,33.94283580254493,5.037002519790982e-186,1.5057837230170365e-185,414.575455729541
ZBTB16,5.058291958126833,0.4899412215225573,33.92666504646026,6.834239583315496e-186,2.0419081270167554e-185,414.4402514704374
FAM53B,1.5598284313687358,5.3335965002596195,33.90932840645083,9.478832769616323e-186,2.8308550059990256e-185,413.6215786294482
TOLLIP,1.3195052077314022,5.707568608244221,33.90098997795339,1.1093818531562192e-185,3.311773796351103e-185,413.4437933054918
ARHGAP24,2.0178553107348227,3.0595791053564065,33.87544117012351,1.7964694232529685e-185,5.359883487834394e-185,413.25043220532706
RELB,1.9315171192855547,4.17484670819589,33.87506461248744,1.8092771227680233e-185,5.397337933650676e-185,413.0842483462946
MGAM2,5.574680796713248,-0.7143319887906581,33.87285057120682,1.8864504061348298e-185,5.625976779879779e-185,413.46411501301606
AC005306.3,3.982377556824036,-3.080922064005937,33.861352361528276,2.343427546008143e-185,6.98686146507762e-185,413.3002155085271
RP3-402G11.27,2.310210252637491,-2.6303345669780884,33.85983831192233,2.4113266466688316e-185,7.18829164564856e-185,413.26284560437256
HNRNPL,0.7227663878323956,7.855872299242295,33.85623471486945,2.5809515042209573e-185,7.692872572221882e-185,412.54074020707884
RP11-188P20.3,2.3033016013441716,-1.5666680883084991,33.84782874839929,3.024457332888692e-185,9.013536375832162e-185,413.01283896934376
PSMD6-AS2,2.8647974393655913,-1.3324367874821845,33.84728771334569,3.055483466967173e-185,9.104723462174908e-185,412.9970620755648
TRBV7-9,3.7836243587291634,-2.343803422537253,33.84060297378845,3.466127901047729e-185,1.0319674322715694e-184,412.894372850371
ERP44,1.0017888564482238,5.810852202817432,33.838174681958186,3.6285911312074964e-185,1.0801860634456513e-184,412.25436704293026
GRAMD1B,2.2539396363450166,1.4800860156503408,33.835036272890164,3.849894129815867e-185,1.1459045868454179e-184,412.6556693711826
UCP3,1.8447784048272362,-0.07421432125565118,33.82830166207476,4.371392030073659e-185,1.3007616519860537e-184,412.60718596642243
RP11-876N24.3,2.3310015286268486,1.3821424216635907,33.82736547921207,4.4492725742123304e-185,1.3237505179474703e-184,412.5181575997919
TXNL4B,1.3541936085065722,3.0148027062856033,33.8197994710328,5.131794416977135e-185,1.5263872485169355e-184,412.20745595327986
HIST2H2AC,3.243747900421983,-1.383138462452864,33.81550491554135,5.564796259728248e-185,1.6549464093619152e-184,412.39935288008127
IMPA2,2.901430083932657,4.324300480963985,33.815187054334636,5.5982603906831096e-185,1.6646654164652e-184,411.93643655996254
LINC00854,2.0401478715772567,-0.8715448732855073,33.811895416392,5.956855588349843e-185,1.7707993379503242e-184,412.31913446092955
CRIPAK,1.8480675494114065,3.262500021920666,33.795220940656385,8.158383848602299e-185,2.4242315744867494e-184,411.70951235614507
PLIN5,4.986974345479062,2.477171641906869,33.79126464150062,8.790439441902654e-185,2.6113137586854875e-184,411.7367715479941
HIPK1,1.3906621842382885,6.189831005388647,33.77639411809132,1.1636241027067972e-184,3.4552461822301653e-184,411.07426199627923
NHLH1,2.920518015140042,-2.1556536069792203,33.76957476525254,1.3233262073368756e-184,3.928364590333366e-184,411.55200346699627
TADA3,1.2746289284411372,6.2762195305888016,33.760896224141675,1.5586443058103083e-184,4.625625968340219e-184,410.77905574094495
RP11-12J10.4,2.445750598903973,-2.620687063938196,33.752192855393524,1.8366583058733902e-184,5.449172009603409e-184,411.2345650188358
AC241585.2,3.1289534762092144,0.6578318644167226,33.735465325199456,2.517806639495538e-184,7.46798115108019e-184,410.82892339469663
ACOT8,1.3117524988719147,4.020843623934291,33.70572433436835,4.411373209784169e-184,1.307712030367282e-183,409.91242378370583
PLGLB1,2.075826088218023,0.21455999834102377,33.68757792652279,6.211035226034815e-184,1.8404351032502715e-183,409.94577896127305
SCAMP2,0.9324751365435766,6.574325758630249,33.68614977365699,6.380546751124217e-184,1.8904005160256434e-183,409.3607675195291
ZMYND15,2.1467864212888497,1.551973818029043,33.681975468857324,6.902991174775576e-184,2.044617662142424e-183,409.7658542308754
RP11-582J16.5,1.7818214042811262,0.9245935423000728,33.675061168634144,7.864133485258145e-184,2.328976509019562e-183,409.6770263269986
CCNL2,1.457040947111702,6.010964661863429,33.6590662614995,1.0631884947221008e-183,3.14733430353971e-183,408.86948960018884
CYP2D6,2.680730597488954,-0.32835529387632867,33.65417330613308,1.1659239280280276e-183,3.449536736497466e-183,409.33411161935317
SUSD6,1.3802415389361107,6.505011568876825,33.63820169362798,1.575539695753228e-183,4.659490829545887e-183,408.4591768326553
SRP54-AS1,2.0289421159931833,-2.346609904893687,33.5850507587592,4.290635066150801e-183,1.2653858484454736e-182,408.0811455977969
LINC01410,3.714496438560557,0.8789996203433351,33.58318374998498,4.444300080865318e-183,1.3105224728249251e-182,407.9490632322147
GP1BB,7.422555327680236,-1.354058698863295,33.576109507994104,5.07815993521767e-183,1.4968098393564155e-182,407.88954321232706
RP13-104F24.1,2.446303855478837,0.8448686699690112,33.56810638347518,5.904872956423999e-183,1.7402456166844143e-182,407.6669939053344
PNP,1.8025951681352899,5.329096095560591,33.55925997554114,6.9761319642310755e-183,2.054534704939934e-182,407.0230801501255
FAM65A,1.2427967089366927,5.596884021545882,33.544800169593074,9.161301384665393e-183,2.6962178385796446e-182,406.7353673367045
UVSSA,1.707291647946159,3.2126281143737283,33.54180193804572,9.693813023897574e-183,2.8521483394872483e-182,406.94147221682357
TRPC2,2.8424274840495896,-3.179865798015339,33.50699550182823,1.867800003846047e-182,5.488665202226071e-182,406.62902890055625
AMN,3.5679269754667198,-2.2093047526467258,33.494306665117094,2.3722448779865724e-182,6.965231021348466e-182,406.3699674446851
MTX1,1.5786988861959488,5.490135692790788,33.487726904751746,2.6853316773074143e-182,7.883406333933584e-182,405.6661310006049
ODF3B,2.347178171968923,3.628772852018279,33.4755664219158,3.376733629853554e-182,9.90906635784602e-182,405.63309557797675
CYP17A1,3.4013595233794867,-2.9287501144954557,33.468380018969725,3.86629447341595e-182,1.1342554504883257e-181,405.89741829164143
CELF1,0.8213012482520154,6.650636216146779,33.46634686795877,4.017256841073745e-182,1.1783805455656173e-181,405.2175678284708
RP11-705C15.2,1.5205818135091778,2.7237609748791862,33.44694042080449,5.7903048357934505e-182,1.6982335641018073e-181,405.22086522024614
RP11-649A18.3,2.755140408827777,-3.0752049935662926,33.44515302594147,5.988585320351391e-182,1.7561445837948855e-181,405.46327773874737
LINC00565,2.9242514319858075,-1.351498344773414,33.44429456655522,6.086215539171138e-182,1.7845281343455958e-181,405.40833289522675
FCRLA,4.18713547058861,-0.1895957163520619,33.433509780925185,7.457206100556921e-182,2.1862119748216564e-181,405.1756983720125
CDK5RAP2,1.7080139522398898,6.024632888372506,33.42949399660109,8.043180458809425e-182,2.3576753097586556e-181,404.5443672126922
TSSK3,2.7059874014180756,-1.055556384488477,33.42831803252952,8.223332544265995e-182,2.410150175799776e-181,405.1004483114933
RP11-875O11.1,2.0647229806002283,-0.39401900132095624,33.42706739443949,8.419353071435015e-182,2.4669203922924506e-181,405.0603188756911
FOXN2,1.9408192263879496,3.6974141625969907,33.41595940316219,1.0378767249664956e-181,3.040201577477364e-181,404.50061706712927
RNASEH2C,1.50050315525238,4.518357419602494,33.39071533907265,1.669692810132824e-181,4.886905785754607e-181,403.91693748985034
IL7R,3.719123610604049,4.059823914866034,33.376510076663145,2.181844818353658e-181,6.384127833287188e-181,403.7060272918069
PSEN1,1.1922269089724837,6.355893135018088,33.3588803254126,3.0409688777664403e-181,8.894268653781216e-181,403.2029726188998
SUGP1,1.0199848356123633,4.577054446413085,33.356509805161544,3.1797939044469866e-181,9.299025544603332e-181,403.26680169769
CYP1B1-AS1,3.6267335247482313,-1.0052214815952827,33.34264060270206,4.128791787854707e-181,1.2065979302976606e-180,403.4872243642393
STARD7-AS1,1.001609694587494,1.1827060337620028,33.3390540559158,4.4172626419274537e-181,1.2907230501381087e-180,403.33556800019863
RP11-153M7.3,3.193747529849153,-1.9894164846681213,33.33041701060414,5.19737480652257e-181,1.5180451167565924e-180,403.2813169041616
PPP1R21,0.9778069935564089,4.326116448374697,33.30974974343035,7.669807395769994e-181,2.2371149284009157e-180,402.41499340231263
PCBP1-AS1,1.8765764896995774,3.9252620438304646,33.299769912032914,9.255220461731949e-181,2.698803989664835e-180,402.2804697567927
ZNF200,1.2128311791722708,3.418610900454513,33.29845181151626,9.487772801860992e-181,2.7662360234938565e-180,402.3302091904605
RP11-1319K7.1,3.92064218027534,1.9534005722704488,33.290892884775445,1.0938785985633963e-180,3.187540325625811e-180,402.3685480804733
FCGR1C,3.2671252407793743,0.3396990760611334,33.289520979867646,1.1224995702289263e-180,3.270492574987983e-180,402.4479028791343
SLC2A14,5.1176916337186515,-1.5928749886723492,33.28553350820529,1.210008638870698e-180,3.524007060141728e-180,402.427566483658
STXBP5-AS1,2.0077351873490965,-1.413441966258691,33.28327435965489,1.2625815960096977e-180,3.6761114598006827e-180,402.3806480578834
AC011899.9,2.641516785652468,0.2937102838182902,33.27883778725108,1.3725645095660235e-180,3.995788128177404e-180,402.2488264493237
MID1IP1,1.6933785632647904,4.894048377818202,33.275208826931404,1.4696116843611685e-180,4.277137870078271e-180,401.7068069287595
IDH3G,1.2075752988602213,5.3014934816348065,33.27148225941583,1.5764130290790888e-180,4.587342476728298e-180,401.60648553541597
RNF157,2.8265198468060495,2.288722710017353,33.2612527000515,1.9111813420871645e-180,5.559229211987316e-180,401.7769499151092
MUSTN1,4.318970416275096,-1.0672070317370828,33.259027572776006,1.992934436081073e-180,5.796238179154045e-180,401.9161012174193
CTD-2017F17.2,2.368389725708771,-0.21823915338124272,33.258792378379766,2.0017774394270338e-180,5.82116002374455e-180,401.88959435417604
GPR55,3.5397182247583987,-1.0227188669853955,33.23962187161215,2.871666760762551e-180,8.34622359039362e-180,401.5500860156663
APOBEC3D,2.404899155116272,1.7256238220886821,33.2153536690375,4.534286527838005e-180,1.3173060573283987e-179,400.9681019303306
LINC00936,2.1568560157819507,0.2241132927740393,33.20997302616638,5.0175215777371165e-180,1.4574966946271384e-179,400.95646736180873
TRGC1,4.481701494160501,0.4484112374566638,33.19499988430044,6.650767795500943e-180,1.9311320297531104e-179,400.6656506123995
ABCA13,5.680218624996897,-1.6915188245443042,33.17080824322352,1.0485427870762173e-179,3.0412465925848498e-179,400.27289540262296
PARP4,1.6689728223570093,6.042329023960693,33.169379762300835,1.0771106197631012e-179,3.123679623671255e-179,399.64827680141667
LILRB4,2.3723556633287206,4.113337662626972,33.15414415987162,1.43472270969984e-179,4.1562343636149206e-179,399.51465297492604
WTAP,0.9494735877060325,6.112288151694736,33.1519302890881,1.4957514519549476e-179,4.3324370434369406e-179,399.3173590437915
ANKRD34B,4.849284491389105,-3.2282934957695057,33.145090081771485,1.7012012609265983e-179,4.926177884400947e-179,399.8237502944377
ACTC1,4.212249821202666,-2.379283798611863,33.14139337193686,1.8237425868773767e-179,5.280301601046276e-179,399.73632905830164
LCAT,1.9904559941439715,1.3600683639451365,33.13734107378005,1.9682333079531978e-179,5.6978704458124464e-179,399.52970453731746
ZNF513,1.2725828620697626,3.7040511545381354,33.13539117894931,2.0417840108878813e-179,5.909988060951022e-179,399.22034684632155
CTC-523E23.5,2.8353858684966857,-1.5283895956452258,33.132648259125304,2.1499228380303144e-179,6.222150303823938e-179,399.5515714669912
RP11-25K19.1,3.0652078082544554,-1.2779072659310782,33.09850309042128,4.087057772685104e-179,1.1817193995620965e-178,398.90357627784687
RAB5C,1.1211009301801802,7.005923088547207,33.07174059099037,6.761617840484199e-179,1.9531723504948235e-178,397.7830384862254
RP11-199F11.2,2.0370441819270573,-0.9326661218468404,33.070055945517595,6.979314419671699e-179,2.015782407857314e-178,398.36038846295577
C20orf196,1.332686045817186,1.6440444452783936,33.05831956333665,8.703352092610089e-179,2.512698089534298e-178,398.0224847809006
ARRDC1-AS1,1.2788268096909126,2.6856252854036513,33.058180757743145,8.726104711307966e-179,2.518924491277265e-178,397.9120916346274
RP11-196G11.5,1.5900477639867272,1.795713303131391,33.0382505573134,1.2694581186275863e-178,3.661500602885651e-178,397.6323325134663
DUSP18,1.3912188374713348,2.4645774805725797,33.02180884429022,1.729461617842884e-178,4.985581536778346e-178,397.2549503825738
CTD-3094K11.1,3.8691657814820415,-3.3851594915435244,33.01371118048758,2.013945188677892e-178,5.80409712449368e-178,397.3584581813665
TRAC,3.1315554635652134,4.376748113854631,33.00478739759182,2.3819302115319492e-178,6.862750636589609e-178,396.6730515917786
PPP2R2D,0.8765436366986865,4.751950032906399,32.99236504428055,3.0087014293341646e-178,8.666235199221271e-178,396.39994372030174
AC007292.3,1.8713243609858636,-2.1098802947958193,32.992133075284514,3.0218539588360914e-178,8.702939401447943e-178,396.92560614364686
SIGIRR,2.0151922091586343,5.155568442663962,32.98005287718481,3.792487214100226e-178,1.0919401982850588e-177,396.1354947416139
TTC24,3.668146499481817,-3.4255547542517437,32.974323723482264,4.2238495528343725e-178,1.2159740377094343e-177,396.61949519070714
CHMP1A,1.347787344855015,6.3400005189155415,32.972617984466076,4.361514328487275e-178,1.2552650994182888e-177,395.9378172708364
ZNF862,1.61369121689054,4.243376935559145,32.96636757935405,4.905423680522698e-178,1.4114223648645638e-177,395.96729231596316
ZNF266,1.2126927483849474,4.5888287632690785,32.964699505196734,5.061711259018321e-178,1.4559960338779678e-177,395.8960250685202
LINC00482,3.8469318939495496,-1.2561399138600773,32.95759283746898,5.785309330889251e-178,1.6636876548617344e-177,396.2556545497643
RP11-415F23.2,2.4525396350257136,-2.8943872383050353,32.95034414319756,6.630003149124463e-178,1.9063390671098363e-177,396.1584128734262
RPL3L,3.1870142954196203,-2.8864201165373955,32.934501655512875,8.930274045081482e-178,2.56635124770032e-177,395.8607508449184
TRBV5-1,3.7338934709942855,-1.65623037562538,32.92677522197229,1.0326344067692423e-177,2.966344982388248e-177,395.68697674796135
LRRC29,1.716656600983649,1.0541888214356545,32.92147444844209,1.1408357271229405e-177,3.2762778318133125e-177,395.4934155508038
INO80E,1.2266889877400775,5.249420783528868,32.91097253495914,1.389824187284669e-177,3.9902494914742326e-177,394.83080283946003
PRDM1,2.009710884242103,3.9802322995809107,32.87690900339357,2.636485648762295e-177,7.558233928966278e-177,394.32177256920176
SLC10A3,1.2210610890431965,4.646580460494056,32.863493047542924,3.3925848273189867e-177,9.720558712026883e-177,393.98847110943876
MB21D1,2.0216345202775017,2.7292019417891273,32.857507823718656,3.7964876217094193e-177,1.0876368638401411e-176,394.13598599882704
RP11-171I2.5,2.720705766031182,-2.9901302107226235,32.85239861541675,4.179095037191562e-177,1.1970866970997811e-176,394.32152326100737
CALML4,1.9409777174178402,1.8592192505621759,32.84429260681963,4.866759298188093e-177,1.3936897329582728e-176,393.9828162051066
CTD-2260A17.2,1.5882197054194884,0.012832817015716333,32.840436127992724,5.232556346340454e-177,1.49803877606512e-176,394.0208395170342
TAOK3,1.0888260094921511,5.328299991809985,32.833620239302995,5.947568317995202e-177,1.701823401242329e-176,393.37247012268625
UBE2M,1.3209089660449411,5.534678026479371,32.82903264312335,6.483038526956996e-177,1.8547917337360802e-176,393.27416752019
UBE2J1,1.344469225462972,6.214846978713969,32.8221848328633,7.373299726697453e-177,2.1083587263739085e-176,393.1155871280992
EOMES,4.081556339695853,0.6938668259051233,32.816875827338514,8.146784522668802e-177,2.328905831244756e-176,393.54948789976027
MYOM1,2.132885585004474,0.9307164410162349,32.7958775372264,1.2087424982205806e-176,3.4535499949159444e-176,393.14235008485696
HMBS,1.867180343062905,4.125801422425956,32.791819532477795,1.304504550797229e-176,3.726153396844156e-176,392.7034879023651
TRBV2,3.6249859961116737,-2.7642717971983455,32.79100084836749,1.3247248549560047e-176,3.783401360664991e-176,393.16433618605583
RP11-284N8.3,3.272964309096586,0.8254260665274903,32.787975656831826,1.4021989939752966e-176,4.004128345258846e-176,392.9999613628756
JAK2,1.827751566079466,4.196982009180868,32.78560758882423,1.4659920292208722e-176,4.185733391672446e-176,392.57743995324455
SSSCA1-AS1,1.3242760135334901,0.5001598023407197,32.78348291469315,1.5256940570107188e-176,4.3556104530789876e-176,392.932075020671
RP11-415F23.4,2.678573010443058,-3.066126430316056,32.780094968620475,1.6259619457528472e-176,4.641235281251239e-176,392.9661390925482
AC016831.7,3.816697936226647,-3.301964736517817,32.7772375265407,1.7156334067719374e-176,4.8965403869707e-176,392.9173609923961
BTN3A2,1.8928701264512142,5.464249793426666,32.76852539625094,2.0207180409905176e-176,5.764175556088986e-176,392.14172710656567
HHEX,2.5683025557761625,2.8655347997365386,32.76301086067376,2.2412832699393096e-176,6.3916295184628e-176,392.343831748601
TRANK1,1.775002298365032,5.02544494055766,32.73450699508596,3.828527013821282e-176,1.0907835516239307e-175,391.53248162643274
RP11-467L13.5,4.3199455548513015,-3.534989241355218,32.72836204251825,4.296932185695366e-176,1.2239082690649e-175,392.0049963593956
RSPH9,2.0317568134263,0.05367895809489502,32.71413050269769,5.613652210968968e-176,1.598310629503765e-175,391.6487181501855
LRRC75A,1.87722890933319,1.4413841422888791,32.712932292470065,5.741415759679178e-176,1.6344681776650012e-175,391.5516400631667
PSMA3-AS1,1.2334609880580514,4.735869649771212,32.689682305260085,8.884906820089567e-176,2.5286804349283454e-175,390.715869510982
RP11-329N15.3,3.250039624067724,-1.961924438941426,32.68534615288021,9.638682241177517e-176,2.7424730181193634e-175,391.16323013096576
EXTL3,1.636793611812002,5.195609931600431,32.68343930144018,9.990088657246008e-176,2.8420771909979267e-175,390.56123516021347
AHSA2,1.6473588917087412,5.149623270692715,32.65446645107899,1.7212597845385391e-175,4.8941844476035566e-175,390.02066853269383
ZXDC,1.140991320727327,4.663358602328306,32.65351766862401,1.7521986315736137e-175,4.98148827929642e-175,390.0440691013851
RP11-888D10.4,2.1619450874296278,-1.03758069211749,32.63800847538969,2.3444958867024097e-175,6.662709744923627e-175,390.251732751011
FAM98C,1.3729057435027072,3.6543731991671713,32.633771631117895,2.5386118527102306e-175,7.213393411580642e-175,389.80432173511724
CYHR1,1.5399833417164874,5.853216389493727,32.63045274632081,2.701828099653581e-175,7.676140828871329e-175,389.53015242598315
TRBV5-4,3.5576495198387605,-2.9154649557459016,32.62769596234122,2.8453492224868873e-175,8.081735421987361e-175,390.1041603238675
CUL9,1.0697913610946541,4.901227137625196,32.62541928988031,2.969604172430775e-175,8.432405430806103e-175,389.49493475902267
DUSP2,3.398894131759011,3.139804456652245,32.60369805235484,4.464721250500522e-175,1.2669429440298076e-174,389.3160767386493
NMI,1.9760027519950785,4.365610966897623,32.596062004313666,5.152853317748678e-175,1.4616266622460192e-174,388.9984262472428
MAFK,1.4497252851477835,4.507285961505671,32.577751578374354,7.266344673858779e-175,2.0603011730444596e-174,388.6386245921551
GIMAP7,2.364359078844341,3.1646150062730327,32.56759969910364,8.791634349608363e-175,2.491784275229272e-174,388.6353245831722
TCHP,0.9623225150544252,4.034535679249022,32.56027059109103,1.0088134404042496e-174,2.858484188125168e-174,388.36993040101873
GPR171,3.5295591069093364,-0.028810095393646904,32.542837951716855,1.3992657422144256e-174,3.962192289645967e-174,388.43871679625676
OSBPL7,1.9794535519091196,3.143881914806385,32.53073045354612,1.7562196670866924e-174,4.970300563480526e-174,387.9467385668161
SLC35C2,0.9660295516810917,5.594530436881615,32.53045087119681,1.7654581430205786e-174,4.995780836365186e-174,387.66629608277907
FNIP1,1.6304409593356821,5.2210169655900165,32.526136895148106,1.9143257754171712e-174,5.4155939624215125e-174,387.607794862475
RP11-343L5.2,2.412157054229353,-1.4715485417452903,32.52422444685564,1.9842750021539317e-174,5.612731528266016e-174,388.12935381493685
RP11-384K6.6,2.200120908268961,2.764789456310338,32.52033588153066,2.1344812715738332e-174,6.035194649657644e-174,387.8034295123866
NCOA1,1.2815914063394116,5.950381889405514,32.50971978012743,2.6049959632658986e-174,7.361643728015925e-174,387.2608251331764
MED12,1.0619800353213815,5.708555855343149,32.4787856549768,4.6545397911337015e-174,1.3141356528470001e-173,386.6915243653963
FAM105A,2.2290544949876767,3.528276898890807,32.471935560900434,5.292860658480295e-174,1.4939582775564314e-173,386.78750876526294
RP4-563E14.1,1.9837145446144782,-0.7836232202128207,32.46274951580943,6.288316504336097e-174,1.7744631666281214e-173,386.9593484133567
RALGAPA2,2.153256756654045,5.381471427495944,32.454478656109394,7.343769212155525e-174,2.071744694729491e-173,386.2535154044015
FLYWCH1,1.3960288133588534,4.71190541833309,32.44766188073828,8.34554891679925e-174,2.352481207602071e-173,386.1776120935393
AC138035.3,4.139146807197705,-3.943049284903956,32.442941915336796,9.118158834483313e-174,2.5692450735530057e-173,386.66210316691587
TRBV20-1,3.7305858860455867,-0.9998349282323041,32.43682272940256,1.0227210206159103e-173,2.8813628435975504e-173,386.479049342026
RP11-147L13.13,1.9943590990413866,1.782211807714602,32.4316174437879,1.1276153357209616e-173,3.1760442554983724e-173,386.24750339003174
CALM1,0.9313446680337032,7.9605387883477245,32.41558133747494,1.523313326280338e-173,4.28829357855459e-173,385.44529447719174
METTL7B,3.9031370600679,-0.3165206119314694,32.392103089166454,2.3660414602852566e-173,6.65625438628594e-173,385.6227818182363
MFSD10,1.4780263584809097,5.873580344012113,32.39158982638345,2.3889260000703273e-173,6.719744171830718e-173,385.04903189674786
SCNM1,1.371101981460492,4.669869434307938,32.38246725677477,2.8346610498790706e-173,7.969318424808929e-173,384.95948357884726
RP11-574K11.32,2.4722419533082025,1.3837833178481582,32.37318477834135,3.373639028733837e-173,9.483336814492681e-173,385.18495406223474
TRBV18,3.5524744712596728,-3.044635088735396,32.357922607220175,4.4914648109913805e-173,1.2620546710604171e-172,385.0513408900362
LINC00239,3.0277225241934467,-2.948005420687792,32.355760947361055,4.677254581322927e-173,1.3137382611385738e-172,385.00874147861094
RP4-614O4.12,2.5079998253802773,-2.0852207603103103,32.35510507707782,4.7351300347393965e-173,1.329818351684051e-172,384.9761582185895
GLTSCR1,1.1326502409630463,3.7427034323841806,32.352014596109996,5.0176246723786105e-173,1.4089681126562888e-172,384.5073504995042
PPP4R1,1.2673309956750547,6.038674059849233,32.340808782966,6.1907844576312316e-173,1.737936318795762e-172,384.09035113848023
FAS,2.071626484067667,3.489210817633243,32.33938612679856,6.358136366305013e-173,1.7846810680628847e-172,384.3087627212026
FOXJ2,0.9518293069434929,5.065518822699051,32.33792441703779,6.534794103620038e-173,1.8340251950434674e-172,384.0901987825338
ADPRM,1.0388075669491725,2.2139606911499943,32.33746221255558,6.591669469945015e-173,1.8497431568454502e-172,384.44051870747325
HLA-L,2.6732139088551365,0.6454378879559832,32.332442452992474,7.242165078000657e-173,2.0317472758781396e-172,384.46730406477104
RP5-908M14.10,2.1969459038311507,-0.6352584419313582,32.32897457565052,7.728669888769141e-173,2.1679470210968907e-172,384.44914825078143
PDE4D,2.5075554896730883,3.174112454534814,32.3267225848744,8.061962696244071e-173,2.2605424114617037e-172,384.1180361859172
FAM193A,0.8190473782959797,4.847589211445795,32.316497082252425,9.76552836933702e-173,2.737492709049998e-172,383.70652436318574
NAT8B,3.0752031089152196,-2.812458589972199,32.31093239165342,1.0839297328570373e-172,3.038092837936589e-172,384.16624883628475
