group	AUC	high_tfx	low_tfx	overall
		0.98817	0.57143	0.94747
		0.92754	0.83333	0.92154
		1.00000	0.61364	0.95062
		0.91148	0.77778	0.89857
		0.95455	1.00000	0.95089
		0.93720	0.38889	0.86973
		1.00000	0.60000	0.93728
		0.96875	0.67500	0.91000
		0.96053	0.66667	0.91478
		0.92260	0.67500	0.89667
		0.98214	0.61538	0.92929
		0.94737	0.90625	0.93162
		0.94862	0.61905	0.90595
		1.00000	0.70833	0.97133
		0.92810	0.57500	0.86609
		0.92901	0.70909	0.89655
		0.97436	0.34848	0.81944
		0.95908	0.70000	0.91582
		0.98639	0.66667	0.93573
		0.96503	0.85455	0.94781
		0.92260	0.50000	0.85110
		0.99556	0.34375	0.94562
		0.97826	0.73333	0.94359
		0.92398	0.77778	0.91626
		1.00000	0.86667	0.98024
		0.95625	0.75000	0.90104
		0.91579	0.83333	0.90226
		0.92388	0.45833	0.87785
		0.99259	0.47500	0.91636
		0.98947	0.68056	0.92547
		0.98457	0.61111	0.91493
		0.97059	0.68571	0.94044
		0.94318	0.75000	0.92876
		0.96667	0.81481	0.94928
		0.97059	0.63333	0.91711
		0.98889	0.54321	0.88294
		0.97090	0.76667	0.93070
		1.00000	0.70000	0.97802
		0.97024	0.62857	0.89524
		0.96890	0.84000	0.94136
		0.93522	1.00000	0.93687
		1.00000	0.58571	0.91071
		0.97101	0.45000	0.91165
		0.97833	0.50000	0.91472
		0.98951	0.82857	0.94531
		0.95833	0.95000	0.96165
		0.99583	0.71429	0.94549
		0.96273	0.83333	0.93750
		0.94218	0.53333	0.86265
		0.90667	0.62500	0.87912
		0.97759	0.60714	0.93833
		0.96825	0.90000	0.96160
		0.93143	0.91111	0.94638
		0.90850	0.46667	0.85953
		0.98264	0.72727	0.93210
		0.87391	0.81250	0.87566
		0.97426	1.00000	0.97115
		0.91033	0.95238	0.91754
		0.97727	0.53704	0.90286
		0.98086	0.57143	0.92929
		0.96285	0.66667	0.90240
		0.93269	0.73333	0.91304
		0.97083	0.00000	0.92276
		0.91591	0.63636	0.88364
		0.96399	0.93333	0.95141
		0.96296	0.75000	0.90954
		0.97407	0.57500	0.92364
		0.92045	0.76190	0.88741
		0.92969	0.71591	0.88735
		0.91349	0.40000	0.83539
		0.90850	0.64167	0.82020
		0.95926	0.85417	0.93333
		0.93277	0.68571	0.91026
		0.94167	0.80303	0.91577
		0.98521	0.72222	0.93534
		0.92647	0.71111	0.91231
		0.97802	0.40000	0.87478
		0.96667	0.61224	0.91414
		0.94805	0.55556	0.89465
		0.96784	0.80000	0.93553
		0.93056	0.51852	0.84667
		0.98000	0.44444	0.90230
		0.95714	0.57143	0.91704
		0.99211	0.66667	0.95429
		0.99381	0.56250	0.96000
		0.93213	0.70370	0.91286
		0.88787	0.74000	0.87500
		0.97959	0.54545	0.89400
		0.97479	0.76250	0.91414
		0.94118	0.98701	0.95330
		0.94385	0.30769	0.93623
		0.91111	0.81818	0.90596
		0.91944	0.92000	0.92353
		0.93254	0.56667	0.85069
		0.93750	0.36364	0.87135
		0.96569	0.50000	0.90000
		0.92421	0.75000	0.90159
		0.92260	0.74545	0.89583
		0.93808	0.83333	0.93273
		0.96795	0.73333	0.93817
		0.93611	0.77500	0.92411
		0.96257	0.65000	0.91005
		0.96676	0.94000	0.94540
		0.92632	0.80769	0.90954
		0.97619	0.75000	0.94048
		0.96087	0.58333	0.92593
		0.95411	0.68750	0.89454
		0.97953	0.57143	0.92165
		0.98529	0.64444	0.94000
		0.91667	0.75000	0.89510
		0.98500	0.62222	0.93931
		0.98338	0.68750	0.94042
		0.98056	0.73333	0.95167
		0.98830	0.69697	0.96395
		0.96131	0.97917	0.94907
		0.98611	0.61818	0.90640
		0.89206	0.84615	0.88491
		0.98168	0.90385	0.96886
		0.92222	0.58333	0.86849
		0.93333	0.98571	0.94828
		1.00000	0.75000	0.95692
		0.91627	0.69444	0.89060
		0.97090	0.45714	0.88154
		0.96324	0.80952	0.92333
		0.97353	0.78182	0.94429
		1.00000	0.63636	0.94033
		0.96939	0.90476	0.95798
		0.90588	0.82222	0.90152
