group	accuracy	high_tfx	low_tfx	overall
		0.97436	0.55556	0.89583
		0.84091	0.71429	0.82353
		1.00000	0.73333	0.91667
		0.87805	0.66667	0.83019
		0.88095	1.00000	0.90385
		0.90244	0.33333	0.75000
		0.96875	0.64706	0.85714
		0.86111	0.61538	0.79592
		0.88571	0.53846	0.79167
		0.91667	0.53846	0.81633
		0.85294	0.41176	0.70588
		0.85366	0.58333	0.79245
		0.88889	0.69231	0.84483
		1.00000	0.68750	0.89796
		0.85714	0.46154	0.75000
		0.88889	0.62500	0.80769
		0.90323	0.41176	0.72917
		0.92500	0.66667	0.87755
		0.94286	0.63636	0.86957
		0.94286	0.75000	0.88235
		0.86111	0.46667	0.74510
		0.93023	0.33333	0.80000
		0.90698	0.84615	0.89286
		0.91892	0.61538	0.84000
		0.93548	0.64286	0.84444
		0.91667	0.58333	0.83333
		0.88235	0.84615	0.87234
		0.91176	0.60000	0.84091
		0.93939	0.64286	0.85106
		0.91176	0.58824	0.80392
		0.86111	0.50000	0.77083
		0.92308	0.75000	0.88235
		0.88095	0.84615	0.87273
		0.91429	0.66667	0.85106
		0.88571	0.38462	0.75000
		0.96296	0.61111	0.82222
		0.94872	0.68421	0.86207
		0.97778	0.55556	0.90741
		0.89189	0.73684	0.83929
		0.90244	0.70000	0.86275
		0.86667	0.92308	0.87931
		0.94444	0.52941	0.81132
		0.89474	0.55556	0.82979
		0.94444	0.46154	0.81633
		0.94286	0.76471	0.88462
		0.95122	0.84615	0.92593
		0.93750	0.73333	0.87234
		0.97297	0.76471	0.90741
		0.88571	0.50000	0.76471
		0.88372	0.36364	0.77778
		0.89474	0.63636	0.83673
		0.92308	0.69231	0.86538
		0.94872	0.85714	0.92453
		0.88571	0.57143	0.79592
		0.91176	0.58824	0.80392
		0.88372	0.83333	0.87273
		0.87879	0.92308	0.89130
		0.89744	0.92308	0.90385
		0.92105	0.60000	0.83019
		0.90000	0.60000	0.82500
		0.94444	0.64286	0.86000
		0.96552	0.75000	0.88889
		0.90909	0.30000	0.79630
		0.85714	0.62500	0.79310
		0.92105	0.84615	0.90196
		0.93939	0.72222	0.86275
		0.90909	0.64286	0.82979
		0.83333	0.50000	0.76923
		0.93750	0.73684	0.86275
		0.85294	0.54545	0.77778
		0.82857	0.59091	0.73684
		0.90909	0.75000	0.85714
		0.92105	0.66667	0.86000
		0.87500	0.70588	0.81633
		0.94872	0.66667	0.87037
		0.91892	0.78571	0.88235
		0.91176	0.50000	0.79167
		0.91429	0.57143	0.81633
		0.88889	0.61538	0.81633
		0.91892	0.80000	0.88462
		0.88235	0.53333	0.77551
		0.95000	0.53846	0.84906
		0.87805	0.54545	0.80769
		0.97436	0.64286	0.88679
		0.97222	0.58333	0.87500
		0.90698	0.50000	0.81818
		0.85714	0.66667	0.80702
		0.92857	0.52941	0.77778
		0.93548	0.77778	0.87755
		0.91667	0.94444	0.92593
		0.92308	0.71429	0.86792
		0.84211	0.38462	0.72549
		0.92308	0.86667	0.90741
		0.81250	0.56250	0.72917
		0.90909	0.69231	0.84783
		0.95122	0.53333	0.83929
		0.86364	0.66667	0.80645
		0.91667	0.37500	0.75000
		0.91667	0.63636	0.85106
		0.84091	0.63636	0.80000
		0.89474	0.78571	0.86538
		0.87179	0.68750	0.81818
		0.89474	0.53333	0.79245
		0.88235	0.64706	0.80392
		0.89189	0.73333	0.84615
		0.88372	0.40000	0.79245
		0.80488	0.56250	0.73684
		0.94595	0.50000	0.81132
		0.93939	0.71429	0.87234
		0.89474	0.60000	0.83333
		0.90000	0.64286	0.83333
		0.92105	0.75000	0.88000
		0.94737	0.63636	0.87755
		0.94595	0.57143	0.84314
		0.86486	0.92857	0.88235
		0.91176	0.50000	0.78000
		0.86111	0.76190	0.82456
		0.91176	0.70588	0.84314
		0.88372	0.57143	0.80702
		0.88235	0.84211	0.86792
		0.97222	0.60000	0.86275
		0.87805	0.76923	0.85185
		0.89744	0.58333	0.82353
		0.90909	0.75000	0.85714
		0.91892	0.62500	0.83019
		0.96552	0.68750	0.86667
		0.88571	0.90000	0.88889
		0.90625	0.64286	0.82609
