	central_cov_MAD_uncorrected	central_cov_MAD_GC_corrected	mean_cov_MAD_uncorrected	mean_cov_MAD_GC_corrected	amplitude_MAD_uncorrected	amplitude_MAD_GC_corrected
RELB.hg38	0.018415683829096818	0.010249646836127637	0.005650754373371347	0.00274813722733009	0.09537351249419113	0.10058226636926132
REST.hg38	0.03129840724716064	0.01381554386154679	0.010931199210056197	0.0036669430355474623	0.2989155754161336	0.2979639301549734
RFX1.hg38	0.02356195002704164	0.01216373336938885	0.006681746346100249	0.0031656417490207485	0.1737489995628077	0.1623131049770095
RFX5.hg38	0.023134092049756628	0.015128773499188754	0.008500991740006876	0.004297307625743651	0.16761655882354826	0.18181026621126198
RUNX1.hg38	0.029201835370470528	0.016583469226608978	0.01230241235065639	0.005866630807807652	0.23281729581333227	0.23256943628147592
RUNX2.hg38	0.02463081124932395	0.010056289670091952	0.004869944739990504	0.0022844333743055408	0.12334657333161027	0.1270188126846522
RUNX3.hg38	0.019988790156841532	0.011196290859924284	0.00365257795368503	0.002546420925315887	0.1615217310436695	0.15828907451199395
RXRA.hg38	0.02906164575446187	0.014435577068685783	0.010814848370126369	0.004732586738122149	0.1524571862477396	0.16403323228483485
RXRB.hg38	0.024469656787452675	0.014405747971876697	0.0056010182244293025	0.003225880623432834	0.13149289666592412	0.13302430460757514
SCRT1.hg38	0.02190919610600326	0.009766735424553795	0.004270880865988128	0.0019436911450907315	0.13441347895782982	0.13855909293612956
SCRT2.hg38	0.02300189951325042	0.011325956300703087	0.004558435314748355	0.0019413447760459961	0.14425503897766806	0.1486588275629831
SETDB1.hg38	0.03486440519199567	0.012088083937263391	0.010944597276168894	0.0038807657079174855	0.13479137446208816	0.1441590321572549
SIX2.hg38	0.01907233131422391	0.00992762671714441	0.0038100475932937123	0.002205704344690845	0.09728142123762264	0.10596405517123497
SIX5.hg38	0.019513986046511632	0.012271541806381831	0.01005453849582902	0.004340698634806658	0.15997733857469562	0.1699228908532345
SMAD1.hg38	0.02571298723634397	0.013770938345051381	0.0048770152318206765	0.003136399298556184	0.14616996008260158	0.1560055121653213
SMAD3.hg38	0.026303212006489995	0.01399534483504597	0.004076562767753228	0.0025139450612124705	0.17294806238548902	0.17168120884576635
SMAD4.hg38	0.03302516419686317	0.013342341265548941	0.01044560062933281	0.003990128518281818	0.1308447132457962	0.14563104560073847
SMAD5.hg38	0.03496467409410493	0.013375400757166037	0.018531647714571314	0.005800928924725896	0.19645721415304787	0.21246414054301588
SNAI2.hg38	0.03562848729042726	0.009538527852893454	0.010672407302882799	0.0031414467672943765	0.1328110651227475	0.13790862877774657
SOX13.hg38	0.02519439134667387	0.014527107084910748	0.0035417180261238337	0.0027349638953078825	0.13910392282339337	0.13394635166886665
SOX17.hg38	0.025438189291508918	0.011940987777176844	0.004948516774013792	0.0026670942917547524	0.12414579133169817	0.12388023672936968
SOX2.hg38	0.024811612979989187	0.013484938453217972	0.004128200999721379	0.0028499435403248207	0.10574642972500846	0.10902671323019501
SOX4.hg38	0.04080642422931314	0.012390453758788528	0.013899237710801916	0.004202245236573422	0.1301615889076046	0.13478945521336924
SOX5.hg38	0.021467607463493795	0.015217323418063821	0.0031992078437157066	0.002529761804087374	0.13734118052675878	0.14148780393453103
SOX9.hg38	0.022292459167117362	0.013306925473228768	0.01105895391120507	0.004432941963715009	0.13656259035581253	0.14265678186060482
SP1.hg38	0.04227630665224446	0.024835856571119523	0.02606315168231805	0.00830175302948357	0.15452176276281723	0.19228639738937633
SP2.hg38	0.045784057328285555	0.018153909680908593	0.02448217072291327	0.006829786685677758	0.12951563581725556	0.14565260863664203
SP4.hg38	0.04422882920497567	0.018636783883180102	0.02284176835963747	0.006013881816542923	0.1274149225100173	0.15560334759182645
SP5.hg38	0.04209575705786912	0.015977713358572194	0.016641063549502583	0.0051052010816657716	0.12045443812373016	0.10478547191828726
SPDEF.hg38	0.06785796106003242	0.012777347755543535	0.013442237825524042	0.0025313067505777125	0.08714798594915475	0.08404944489865014
SPI1.hg38	0.03606866695511088	0.031753636560302854	0.006552157431535477	0.005763082675319991	1.0855331948906919	1.0774948226516603
SPIB.hg38	0.02908689659275284	0.020529958355868037	0.00530651970106694	0.0036411282429486894	0.6621801786972766	0.6513602102163933
SREBF2.hg38	0.028668173823688473	0.014696104380746356	0.009494792634839468	0.004434540829604883	0.09737012915413842	0.09827374745925108
SRF.hg38	0.028207340724716066	0.022599605732828557	0.008464084684596097	0.006122407850271263	0.456011244556654	0.4557987064307907
STAT1.hg38	0.0254966811249324	0.016075275067604103	0.01084323189275122	0.005344501522526469	0.1535537675962577	0.15282131949881328
STAT3.hg38	0.02225385094645755	0.012969725473228777	0.006326752514872917	0.003381891335201692	0.1347267067483045	0.13136519596875174
STAT4.hg38	0.025928936506219576	0.009874620659816128	0.008037139885605669	0.0032315419637150137	0.07964061626165805	0.08340600335107488
STAT5A.hg38	0.022702677122769056	0.014387349594375341	0.006709619784650139	0.003509247488404887	0.145008868931708	0.1566863800307053
STAT5B.hg38	0.01517560054083288	0.011504992212006487	0.007889569470803224	0.004056773653244197	0.13205224493289308	0.13810359835577132
STAT6.hg38	0.033631400108166586	0.012559193293672253	0.007808613363488881	0.003442231319140593	0.1130581095532321	0.12372870506492865
T.hg38	0.025359881557598718	0.011134661005949157	0.0044552804497107286	0.002666684969762553	0.10510557457567059	0.1013465211578689
TAL1.hg38	0.026676512925905907	0.01964159599783668	0.004820327879115646	0.0037454288575315075	0.331142807852154	0.33939280198820615
TBP.hg38	0.035661389616008655	0.01837192136289887	0.023003947391710525	0.008175063231558416	0.13559495672868782	0.141711102935865
TBX2.hg38	0.019287547863710116	0.013355650405624657	0.004455681754265226	0.003243350931707534	0.07857599444151403	0.08518121449233555
TBX21.hg38	0.023006467712276907	0.014036002055164963	0.005185005270662318	0.003323502289525876	0.16299699031906661	0.17420852471060164
TBX5.hg38	0.03286272168739857	0.01345624499729585	0.0046395612206434214	0.0026736061556615655	0.11773722099141161	0.12287675701990992
TCF12.hg38	0.03146330070308275	0.01581774505137913	0.011473222134814916	0.004804884094596563	0.15547653265977127	0.15683694645749835
TCF3.hg38	0.034682474202271496	0.012529444131963226	0.00915514214071488	0.003702065349001114	0.1518994881779407	0.16119159686250595
TCF4.hg38	0.039244850730124396	0.011640484478096265	0.008654326482783501	0.002579050435124621	0.1436230666645173	0.1443688410837909
TCF7.hg38	0.021154182909680925	0.013223651811790148	0.003416417873707321	0.002824767048527426	0.1223759574365904	0.12710800811507278
TCF7L1.hg38	0.03625064315846404	0.01731036084369929	0.017285626582755637	0.004979509379353295	0.09818419912052123	0.12090179018972116
TCF7L2.hg38	0.02280662314764738	0.010975696592752845	0.006155683891374544	0.0029643087565760554	0.12612400784205108	0.12988096409252903
TEAD1.hg38	0.01893833791238507	0.012100027798810174	0.0037930044643296576	0.0027077166527361236	0.15404602355591418	0.16552988487916678
TEAD3.hg38	0.0353071349918875	0.01522458734451055	0.004341671996328867	0.003143484061818838	0.18414754445907883	0.19004656807045017
TEAD4.hg38	0.024361967874526765	0.013054465008112493	0.00456307200943997	0.0028780317386957843	0.1599886354453466	0.16767907358549652
TFAP2A.hg38	0.04030204369929692	0.013929708491076252	0.011266312181850919	0.003910044187685407	0.1294921735746758	0.13707463907443027
TFAP2C.hg38	0.03912451389940508	0.013996600108166574	0.011314381546126483	0.003731862562892326	0.13420724664572514	0.14678716393691155
TFAP4.hg38	0.030644739643050305	0.016081792861005945	0.011088708576298414	0.004876543992657754	0.14255576388570382	0.14561509229362982
TFE3.hg38	0.0275844972417523	0.01471693931855057	0.008098372601078398	0.0036924195093170466	0.16294506442342077	0.16778955784936073
THAP11.hg38	0.027516204867495946	0.015612113574905355	0.01311124408935215	0.005571481098710178	0.1513522774813251	0.16453363476000754
TP53.hg38	0.027830002487831264	0.012145084369929698	0.006197353642427504	0.002546199301833925	0.14580427220071943	0.14781613592457962
TP63.hg38	0.029024048999459158	0.010769329799891834	0.004724629336086679	0.002289815444875989	0.13888148260112027	0.14903189805941414
TP73.hg38	0.028999946133044886	0.01045778204434829	0.004030219860039008	0.0018901675434714747	0.13120014696221619	0.12324322098152798
TRPS1.hg38	0.0295281074094105	0.012519600108166582	0.007583070796663213	0.0036069867872887983	0.1329932427847814	0.14239473582348067
TWIST1.hg38	0.021088882639264474	0.012547978799351012	0.003295382794958806	0.0030757915105626065	0.1194684433385822	0.13500880481447358
USF1.hg38	0.032831102974580854	0.013357904488912933	0.009675539997050025	0.0036324770801579673	0.16759749043302394	0.17267348874336377
USF2.hg38	0.03184807658193618	0.013829880800432674	0.009611401724109667	0.0035511530491502455	0.17870221590975766	0.17766154292866262
VDR.hg38	0.02518283958896702	0.013050954678204425	0.009342988118065472	0.004018562577642284	0.1762246227559931	0.17870998061615143
VEZF1.hg38	0.025871661979448353	0.016012708382909684	0.013043136630775023	0.004789651602012543	0.1296308812033569	0.1414581630124351
WT1.hg38	0.06919348545159545	0.020378530016224996	0.007608962249864844	0.0023942586426733458	0.10513302591763504	0.10977774541416263
XBP1.hg38	0.09474331260140616	0.01776416030286642	0.005974253034400234	0.0024810955373092474	0.12893516792667062	0.1333052927769321
YY1.hg38	0.03054443601946998	0.01810681330448891	0.01806716293819755	0.0073959500401527024	0.26695522545554223	0.21110837193136078
ZBTB11.hg38	0.02314008599242833	0.012563317252568955	0.011858402933608654	0.004384867541832614	0.15173064379481985	0.1538489024357055
ZBTB14.hg38	0.060684375446187114	0.025786688480259605	0.03577626926266452	0.008085527072782985	0.10780178591512998	0.1401389050768243
ZBTB16.hg38	0.014617953596538665	0.011954112601406164	0.003647544405657421	0.003279525256895592	0.13591686034321696	0.1452592079136136
ZBTB17.hg38	0.029767958247701464	0.012013079394267169	0.010882093859088438	0.003931964983529202	0.1564895653246475	0.1649437347644483
ZBTB2.hg38	0.029705109897241753	0.02614204456462952	0.006665881003654762	0.006214695399642752	0.7436447237190819	0.7690497554411625
ZBTB26.hg38	0.04801939296917252	0.019340492049756627	0.02714052170706525	0.00709485669567495	0.11746457633743766	0.1395801914792964
ZBTB33.hg38	0.036437075716603574	0.014771221308815568	0.012332561679531933	0.0038643407476604726	0.12716788263408507	0.13715827073203318
ZBTB42.hg38	0.03604608783126014	0.013758474851270954	0.008182214071488269	0.003378242909353128	0.11267077773560043	0.11839034486781615
ZBTB48.hg38	0.05782822877230936	0.013338692266089788	0.015590220653260564	0.0043728546306767025	0.11995442017047653	0.13816118906542843
ZBTB6.hg38	0.03334401817198485	0.012307861871281774	0.010031224039202195	0.0029545768359637574	0.11870761876726035	0.11619813168471364
ZBTB7A.hg38	0.042647283396430494	0.018511697998918334	0.017969028614976127	0.006686997508890985	0.16525876486016122	0.17958054069702328
ZEB1.hg38	0.03274732157923201	0.013130184964845864	0.013811932579445088	0.004326541026271363	0.11559015798243698	0.11562637196756838
ZEB2.hg38	0.02726328296376419	0.014657335316387233	0.00703642600258943	0.003239888047593307	0.12436995228903736	0.13015253218662895
ZFHX2.hg38	0.0461023064359113	0.026529126122228245	0.010614844695740516	0.0033014010521657936	0.13152472131034496	0.13831737955707826
ZFP1.hg38	0.022027681990265006	0.013927403893996751	0.005151904783912693	0.0033018281429765314	0.1579645103355499	0.16486651869472144
ZFP64.hg38	0.018372378583017848	0.013476465116279077	0.005130044351574177	0.0030579618466984705	0.10786733091232602	0.10708859515603951
ZFX.hg38	0.05943185429962141	0.018529188858842617	0.030097844036907732	0.008687293786977388	0.08462136211928499	0.10318125488465048
ZIC2.hg38	0.03187731541373715	0.010770840778799341	0.00921866251372569	0.0032282477539046692	0.11718836209131535	0.11714007017439475
ZIM3.hg38	0.012824492482422928	0.011388471606273664	0.0019524412147434625	0.0017138594162282945	0.12396027889002181	0.13417877652843851
ZKSCAN1.hg38	0.018197738236884805	0.013032328393726332	0.007651666945277545	0.003145549256764527	0.21058864782812564	0.21003496277814657
ZNF121.hg38	0.026018536938885877	0.019365629853975126	0.0032732534670665584	0.0033260304570857362	0.10401135668587913	0.10776089233127835
ZNF143.hg38	0.029831252568956187	0.017663750135208222	0.013285378533851252	0.005780597161446798	0.26552273018054307	0.23334803744856888
ZNF146.hg38	0.03358161200648997	0.02997016603569496	0.007991317980235025	0.004979229617975351	0.30004377045306696	0.29456104030222063
ZNF18.hg38	0.030743508382909675	0.01597619264467279	0.008670477686546366	0.003577096963141403	0.1459047066639377	0.1470123777119584
ZNF217.hg38	0.02205825170362358	0.010628288263926451	0.00773726499827914	0.003339363131586263	0.12293717036080992	0.12493511806415478
ZNF22.hg38	0.025989035262303947	0.05647658355868038	0.0030696070308274697	0.002841064110002164	0.14522823970591422	0.2505852184736191
ZNF24.hg38	0.015927917793401847	0.014727888912925905	0.004007960404477413	0.002688495596309229	0.2033134431891469	0.20489420061254981
ZNF263.hg38	0.05812478810167659	0.01471104954029206	0.014371292220200949	0.0032731128603503577	0.1223026704187029	0.12009221792668005
ZNF264.hg38	0.013438697025419154	0.00883007885343428	0.0019960121933231857	0.001729283163708476	0.12306873555540997	0.13778811770434476
ZNF274.hg38	0.07191686825310978	0.015239365819361807	0.012087051667568084	0.002719378081518232	0.12114168348085387	0.12644648525542543
ZNF280A.hg38	0.012150132828555968	0.01393973618171985	0.004712616208597596	0.00423497760624087	0.15300691068153124	0.1640026030514584
ZNF316.hg38	0.011473377285018928	0.012610749053542456	0.0016432642804464527	0.0017043368667748666	0.1999341164652501	0.21453482760352188
ZNF317.hg38	0.017657950243374805	0.01383235035154138	0.003965892426700766	0.0024634574626743607	0.14087628730045126	0.1469891339809795
ZNF335.hg38	0.0329167110870741	0.01382445267712277	0.018275602982775307	0.005460633410361053	0.11875707093191447	0.13690901078873657
ZNF341.hg38	0.03921222660897783	0.013997695835586799	0.01483902161037088	0.004209901945359487	0.120539318623951	0.1343333250868567
ZNF35.hg38	0.013941516603569489	0.013332132828555974	0.003614000252388686	0.0028868543684546833	0.16071936173992954	0.1684370932642609
ZNF382.hg38	0.02219640562466197	0.011503720281233101	0.0023639427438255315	0.0024188162020420353	0.12371867401838374	0.13024162425729854
ZNF384.hg38	0.05562380075716603	0.09630649886425097	0.003959266601111147	0.005045291499090409	0.20581534290845852	0.39182428812361386
ZNF449.hg38	0.010606750676041108	0.009848806273661435	0.00215295281642821	0.0017283118770178843	0.11971574397665911	0.13504146954717053
ZNF467.hg38	0.04059743126014062	0.02063738280151434	0.010351256731730521	0.002964281419932128	0.1509208539661444	0.15818142776187075
ZNF486.hg38	0.027224843807463497	0.018101402055164948	0.006381042316075817	0.0036989198289001626	0.20630258098777499	0.21235489186798337
ZNF554.hg38	0.03136671411573824	0.013545237425635476	0.0054433872527328495	0.0026237590409230113	0.15495174644918858	0.1576459906863988
ZNF574.hg38	0.025558025635478647	0.016588961168199017	0.010064109018798015	0.005247116125014353	0.17686092982010385	0.17916349763539643
ZNF580.hg38	0.03396350243374799	0.017252005408328837	0.009269136784830444	0.00486841479259879	0.2356945212300341	0.22239291304256764
ZNF652.hg38	0.01955974505137913	0.012655062303948075	0.004838606657161094	0.0031735670845830072	0.15042734165084104	0.1543357513500576
ZNF770.hg38	0.0379799755543537	0.01589052525689563	0.0038452348755264806	0.002634185459789932	0.16264317050589824	0.16272464772840095
ZNF792.hg38	0.030477466630611127	0.015872571660356948	0.010490144186046506	0.004297685097595763	0.16200772794167778	0.16479091516659497
ZSCAN16.hg38	0.025402851703623577	0.03272549940508383	0.0046871670780274195	0.0032200917940901916	0.13785245626882056	0.16506202780485887
ZSCAN22.hg38	0.04029808274743105	0.014906206057328286	0.014572606371994715	0.00430089302981137	0.1151330806382837	0.12161114042386022
ZSCAN9.hg38	0.02721014981070849	0.016504711736073544	0.010105536768441581	0.004670102761525486	0.19407434919097644	0.1918645380005022
