site_name	pearson-r_central_coverage.uncorrected	pearson-pval_central_coverage.uncorrected	pearson-adjusted-p-val_central_coverage.uncorrected	lin-reg-RMSE_central_coverage.uncorrected	pearson-r_mean_coverage.uncorrected	pearson-pval_mean_coverage.uncorrected	pearson-adjusted-p-val_mean_coverage.uncorrected	lin-reg-RMSE_mean_coverage.uncorrected	pearson-r_amplitude.uncorrected	pearson-pval_amplitude.uncorrected	pearson-adjusted-p-val_amplitude.uncorrected	lin-reg-RMSE_amplitude.uncorrected	pearson-r_central_coverage.GC_corrected	pearson-pval_central_coverage.GC_corrected	pearson-adjusted-p-val_central_coverage.GC_corrected	lin-reg-RMSE_central_coverage.GC_corrected	pearson-r_mean_coverage.GC_corrected	pearson-pval_mean_coverage.GC_corrected	pearson-adjusted-p-val_mean_coverage.GC_corrected	lin-reg-RMSE_mean_coverage.GC_corrected	pearson-r_amplitude.GC_corrected	pearson-pval_amplitude.GC_corrected	pearson-adjusted-p-val_amplitude.GC_corrected	lin-reg-RMSE_amplitude.GC_corrected	pearson-r_central_coverage.GC_map_corrected	pearson-pval_central_coverage.GC_map_corrected	pearson-adjusted-p-val_central_coverage.GC_map_corrected	lin-reg-RMSE_central_coverage.GC_map_corrected	pearson-r_mean_coverage.GC_map_corrected	pearson-pval_mean_coverage.GC_map_corrected	pearson-adjusted-p-val_mean_coverage.GC_map_corrected	lin-reg-RMSE_mean_coverage.GC_map_corrected	pearson-r_amplitude.GC_map_corrected	pearson-pval_amplitude.GC_map_corrected	pearson-adjusted-p-val_amplitude.GC_map_corrected	lin-reg-RMSE_amplitude.GC_map_corrected	pearson-r_central_coverage.GC_CNA-corrected	pearson-pval_central_coverage.GC_CNA-corrected	pearson-adjusted-p-val_central_coverage.GC_CNA-corrected	lin-reg-RMSE_central_coverage.GC_CNA-corrected	pearson-r_mean_coverage.GC_CNA-corrected	pearson-pval_mean_coverage.GC_CNA-corrected	pearson-adjusted-p-val_mean_coverage.GC_CNA-corrected	lin-reg-RMSE_mean_coverage.GC_CNA-corrected	pearson-r_amplitude.GC_CNA-corrected	pearson-pval_amplitude.GC_CNA-corrected	pearson-adjusted-p-val_amplitude.GC_CNA-corrected	lin-reg-RMSE_amplitude.GC_CNA-corrected
GATA1.hg38.10000	0.1605718192785137	0.0264868442516952	0.0557851412451905	0.0532111389951635	0.3152187114558761	8.93032224238388e-06	8.211540208240788e-05	0.0098684222576977	0.0587050576706301	0.4198449286529191	0.6460470942944919	0.5856260583562857	0.2960724836191549	3.202538659938128e-05	0.0001724795821138	0.0432658374320368	0.3987257476899971	1.1098157885023354e-08	1.2245815119709429e-07	0.0102931143246923	0.0332136162767261	0.6482935920343258	0.8331694883288799	0.601633855555852	0.2989412164804505	2.65979638291768e-05	0.0001542681902092	0.0431500554342784	0.3914144291561296	2.156544899050943e-08	2.258381741506127e-07	0.0102549854182848	0.0215685078632329	0.7671075397350008	0.9101737329761164	0.6094893383795716	0.3058881593129504	1.682650173882485e-05	9.193610370343432e-05	0.0453089616667183	0.4152302149340161	2.3322449807607734e-09	2.3138325203863466e-08	0.0133507273987554	0.0704663261489284	0.3327068580917922	0.6209429975277508	0.5967810520005303
GATA2.hg38.10000	-0.088716233190823	0.2222972348209294	0.2920071690853323	0.0485858948912773	-0.1399403017224368	0.0535041104369002	0.094257241283698	0.014335431291185	0.0164887230467748	0.8208917155638289	0.8882096923800203	0.5049406276309109	-0.0582763976026743	0.4232533200548517	0.5520255433247345	0.0469517374861873	-0.1419816491377285	0.050079766044399	0.1026090858627089	0.014403180081523	0.0371685789615442	0.6097120823556756	0.7999276645076628	0.5303854716537931	-0.0505892107097152	0.4870474499243332	0.6182386822271839	0.0466868946730884	-0.1239210771987827	0.0876417654592935	0.1635417035907642	0.0145204912435323	0.0426560345147917	0.5579325506633149	0.7706214720122445	0.5224104563709424	-0.141284979338022	0.0512273387839591	0.1103583241231577	0.0517172188716251	-0.2962918318801895	3.1576078962915075e-05	0.0001526177149874	0.0209985492073271	0.0540583757832067	0.4576386582512705	0.7381637529365439	0.5308165861069208
GATA3.hg38.10000	-0.3413333268208395	1.3498148196405774e-06	1.7547592655327507e-05	0.0554969146481632	-0.373641876073925	1.0149239089498293e-07	1.5305052546963422e-06	0.0169876554996316	0.2187572057538438	0.0023630326490266	0.0143687630432752	0.5789507338551244	-0.319834756583812	6.4758215305244064e-06	4.137940198318138e-05	0.0544464165823134	-0.3481197130633589	8.024857127024567e-07	5.932100268408356e-06	0.0169992613969711	0.2057606284510143	0.0042952602583097	0.0274459850403858	0.6000155490299888	-0.3211944695875995	5.884918709493947e-06	3.961811345498603e-05	0.0537067562781496	-0.3426632363704521	1.2202123644712476e-06	9.020001204032555e-06	0.0170516714732242	0.216995246761848	0.0025675997434205	0.0184232883741204	0.6034543594413811	-0.399540395276724	1.0296023764247781e-08	1.1416473409180629e-07	0.059135847298191	-0.4844298605597728	1.2426842084119402e-12	2.465747087217376e-11	0.0271214224021766	0.1876056907355562	0.0093534102403198	0.0476518332513594	0.5685612454137138
GATA4.hg38.10000	0.0663108014182548	0.3620733862461958	0.4417529663909897	0.0505944166490406	0.0126278581833777	0.8623513450118936	0.8834414594279453	0.0096230771007048	-0.0483443911152099	0.5066036332724968	0.7099984005343171	0.5227460571406621	0.1346159563848352	0.0633571009848514	0.1247320537248063	0.0490478004804756	0.0549477515680779	0.4502617231795367	0.5793469953538749	0.0102919660115563	-0.0565148456503242	0.4374275238239328	0.6805104771919989	0.5280997693628297	0.1397035105569591	0.0539135929136549	0.1154853666389085	0.0484060320146698	0.0481785961710757	0.5080640534421017	0.636346007135124	0.009979493220805	-0.0511397710899522	0.4823136738930675	0.7361629759420505	0.5232370215780041	0.1012956044489135	0.1632171911796463	0.2734794714432296	0.0497691474661986	-0.0116411277686356	0.8730126956157639	0.9167849199084762	0.0122387586562373	0.0192771921268132	0.7912468475839624	0.9039395804216782	0.5252203439466483
GATA6.hg38.10000	0.1500632692347963	0.0382608094402457	0.0724234083507167	0.0469494687925495	0.0057182168027348	0.9374230038877356	0.9426182172797466	0.0091423716298066	-0.0532840013812702	0.4641161475907539	0.6781852234174971	0.4941619612161986	0.2332829340169738	0.0011630091215016	0.0045201488536712	0.0468126831150795	0.1253596155538598	0.0839963340802092	0.1567654353873212	0.0103434710995751	-0.0565421224208789	0.4372059978008797	0.6805104771919989	0.5307293334920544	0.2378208282094548	0.0009235561732487	0.0036268820553624	0.0458850972312113	0.1233589574240312	0.0891002025589933	0.1638574456816608	0.0100089625479821	-0.0516531569745792	0.4779219809808108	0.7361629759420505	0.5228990314456786	0.2179502907731481	0.0024548056612821	0.008118085388626	0.0478621859796875	0.0850359861915158	0.2421514953694939	0.3681093296544322	0.0114281781351441	-0.0397360204460691	0.5852216515774686	0.7879591523025202	0.5201743022500974
GFI1.hg38.10000	-0.0150907985500855	0.8358523071014128	0.868089035198988	0.1073477369591284	0.0823693184428507	0.2572897813268744	0.3265934261287261	0.0130335738147542	0.0296101290264999	0.684284853313303	0.8321786764487589	0.4774701830399822	0.335796640613896	2.044634494827987e-06	1.4823600087502904e-05	0.0440724900771665	0.3262513419610209	4.105994307177467e-06	2.5799330896765085e-05	0.0095754933345326	0.0224747913102379	0.7576198389386988	0.8842807408046113	0.5030077090787054	0.2789228884891671	9.332677510986684e-05	0.0004691225895522	0.0469785026902862	0.3332030599063042	2.4768526818177643e-06	1.761836718953391e-05	0.0098982168243295	0.0800076109597304	0.2712303407298109	0.5497518196512834	0.5476060369665764	0.3190640576318923	6.835319512754481e-06	4.156315252110386e-05	0.0453541373185906	0.1966426314566976	0.006401223539321	0.0176150457979856	0.0122524843703788	0.0515885187526176	0.4784737239393946	0.7416906973272661	0.5217875738659687
GFI1B.hg38.10000	0.1182956055622243	0.1031281340110824	0.1599971461818028	0.0461192948511288	0.0266901143079275	0.7139855296650544	0.7582325202358464	0.0178109483729935	-0.0712861775146877	0.3270985380466698	0.5554781479441194	0.4863253614534775	0.1168122432781278	0.1075520191510783	0.195879764347616	0.0465270226336817	0.2065531637559875	0.0041456094492485	0.0128106128062844	0.0141119199537619	-0.0307460705318492	0.6728573620477539	0.8344316628026421	0.5034978888948378	0.0904238104498714	0.2134889713050672	0.3271761877317494	0.0469374838795375	0.1915986072866836	0.0079259347313394	0.0228097510970608	0.0139803018709508	-0.0419549323691428	0.5644283988701777	0.7706214720122445	0.4998866385790106	0.0622970411989232	0.3919189191251001	0.522096934664886	0.0457617058856799	0.0260156559296558	0.7209092626826952	0.8017191505350327	0.0197188521608244	0.0033974373670639	0.9627958189658856	0.980097784398505	0.4950003151511904
GLIS1.hg38.10000	-0.2030728599829335	0.0048396435505995	0.0148337042160651	0.0990973922190504	-0.2809428554915639	8.257356626558004e-05	0.000587362914757	0.0205300987602932	0.1833926623895588	0.0111019035697982	0.0523177205726744	0.5703543043734245	0.0086700229302707	0.9052454171472436	0.9350069103137284	0.0495822218105721	-0.1534221240266776	0.0340922453654525	0.0798309099551281	0.0099949298007281	0.1782164032710397	0.0136398571043867	0.0660419639923642	0.6141230550224178	0.0072302631284748	0.9209242238438768	0.9308000868341596	0.0498085662773384	-0.1581499839140781	0.0288815873407571	0.0681333078395323	0.0101186520913066	0.1817754069412514	0.0118460335396862	0.061177460883037	0.6019130454410684	-0.0317244820784578	0.6630742142043448	0.7715400578859196	0.0514626092057309	-0.2708065483098532	0.0001511932174888	0.0006063813084395	0.0128143750148763	0.1774092487210121	0.0140783444015964	0.0639462149325525	0.6179786370396764
GLIS2.hg38.10000	-0.1793930883254123	0.0130220710107221	0.0325120580863724	0.1391512301379198	-0.2081755627942636	0.0038538067510159	0.0137064636333304	0.0524601614209969	-0.0718230208008024	0.3234593710116658	0.5517836329022534	0.556078367449823	0.1428809312128287	0.0486301321135161	0.1024221218256737	0.0584116871726244	0.0237668583630292	0.7441561670324126	0.8228883703868375	0.021386280064132	0.0059689384890441	0.9346852048899864	0.9616757538499322	0.626443417944214	0.1383939269580042	0.0562253774479545	0.1177609294326604	0.0582402248892254	0.025302759342005	0.7282523312919782	0.8206833375769136	0.0215382538718056	0.0107785218957565	0.882351762998244	0.9719994043203192	0.6232786006800443	0.0357388552178984	0.6235428593558546	0.7392316288589849	0.0578810939431543	-0.1299356800682376	0.073203190274321	0.1393818319869648	0.029845494645544	0.0026290884723063	0.9712055920991928	0.980097784398505	0.5901951143179952
GLIS3.hg38.10000	-0.2603649305654129	0.0002751516916994	0.0012497853948276	0.1326115444345523	-0.2662352405857451	0.0001970985888211	0.0013510212361012	0.0275280608442595	-0.0852927029171652	0.2407276602654369	0.5039211220250671	0.5747949639322648	-0.143364867208492	0.0478646088240742	0.1013761658802022	0.0695271296834126	-0.1298581982673505	0.0733760871620299	0.1418604351799245	0.0095719759650501	-0.0878131415211498	0.2270586863563179	0.4709507693714311	0.6148141056152888	-0.1507902093076139	0.0373239107047505	0.0832610315721358	0.0703211756533857	-0.1285533207286923	0.076337956818444	0.145350554144209	0.0098693395536421	-0.0782519619705804	0.2819203435269118	0.5622911392443595	0.6176144888013684	-0.1497017746813189	0.0387340487513833	0.089587339750132	0.0731967493061719	-0.1866923090987357	0.0097102949121425	0.0247350079856603	0.0133712140870785	-0.0813643692380252	0.2631602538536042	0.5194314958262242	0.5888080692333766
GMEB2.hg38.10000	-0.1556208334543017	0.0315774471015372	0.0633570692075502	0.076547596495224	-0.1269081326226051	0.0802093402022849	0.1297310948652331	0.0553011480162106	0.023341694782055	0.7485781502771303	0.8683506543214712	0.4984017216974581	0.0973695587550211	0.1802365579457945	0.2867054107407787	0.0595894417266456	0.1488499452175744	0.0398687370606132	0.0889379519044449	0.0314996769738187	0.0271302210294339	0.7094800838306201	0.8565213530185374	0.5242459394676368	0.0960666385408835	0.1861641934043899	0.2955417373412611	0.0584432966381953	0.1490376224845134	0.0396163653458889	0.0871168699333056	0.0311990370225802	0.0590645994566849	0.4169984953380183	0.6845100024707058	0.5179728271752037	0.03612287540993	0.6198147196529915	0.7371298085463022	0.0560834145080825	0.0042003873686105	0.9540117284350508	0.966834466720468	0.0404234925123349	0.0166755829745965	0.8188967034246704	0.9215643498241812	0.4787350811318057
GRHL2.hg38.10000	-0.639676717374093	2.2700096874835482e-23	8.557936521812976e-21	0.0601662383407647	-0.5789657958083878	1.7389895128280272e-18	6.555990463361661e-16	0.019076983520784	0.4134996943026946	2.7577052520265504e-09	5.7758604445222746e-08	0.7037443110450686	-0.6222308032780985	7.399597650500858e-22	9.298827714129411e-20	0.0509054509760152	-0.5350235403917821	1.5465429845729217e-15	8.329238645485591e-14	0.0178021745737116	0.408307918501027	4.533269385951006e-09	1.0053191520608997e-07	0.7360653349880087	-0.6226655225892078	6.802273458572218e-22	2.5644570938817266e-19	0.0508305833270259	-0.5331003913454881	2.036184550346196e-15	1.91910393870129e-13	0.0178702095162657	0.4051143571883513	6.128763724315549e-09	1.3591434847452718e-07	0.7385162372578763	-0.6584516283974823	4.1194466091329214e-25	1.5530313716431117e-22	0.0543746450726356	-0.6100952851716491	7.362637678696754e-21	1.3878572024343385e-18	0.0266209133136933	0.3425608563058996	1.2297517660026207e-06	1.6557729135106714e-05	0.7248870105809699
HAND2.hg38.10000	-0.1693971446596457	0.0191445721877649	0.0440091689926059	0.0734969061881618	-0.1529526777867674	0.0346506360722091	0.0666494377511369	0.0103722280150077	0.0220787783463197	0.7617612584064963	0.8755609585952717	0.5019110880429551	-0.0206222949427964	0.777050324026749	0.8317264911626175	0.0419937569956803	-0.0588588062792871	0.4186263422838222	0.5576913246881389	0.009079066298358	-0.0102686882818844	0.8878792386168397	0.9613334749923316	0.5309190220622492	-0.0221028068690193	0.761509778888303	0.8288327496182604	0.0408657644642653	-0.0613217817342803	0.3993883120558679	0.5274197163593223	0.0089661878858013	-0.0051463136150496	0.9436706960495428	0.9885219273448408	0.519867139162166	-0.0805499023643462	0.2679848046488883	0.3949413583634274	0.0434425312622702	-0.1623385375724805	0.0248491098457672	0.0554326296559423	0.0113385715018526	-0.0180661896937391	0.8040872213960113	0.9130749471876394	0.5044854796839371
HES1.hg38.10000	0.0698980581185234	0.3366301111583774	0.4188434056327005	0.0563555001928365	0.0532690795914284	0.4642414606602852	0.5319727375955244	0.0133552069776105	0.0926851659824587	0.2022126472587948	0.4484362824503862	0.4872445045264853	0.0394453219069284	0.5879717084234045	0.6892796970580108	0.0539735836435444	-0.0401226992122678	0.5815728216292542	0.7141790024567715	0.0109600609482332	0.0620034935240516	0.3941582707581923	0.646076817721037	0.5968152178026797	0.0433297194114801	0.5517249146930328	0.6720707116932428	0.054468484377404	-0.0205821162140993	0.7774733368676191	0.8520565348810826	0.0113487977195841	0.1005445073014626	0.1663765728392139	0.4209662279220379	0.6096425790347912	0.017604647346852	0.8089950376798765	0.8714032263008955	0.0542049048465679	-0.148661651815228	0.0401232958356051	0.0859459234660405	0.0140767777237235	0.0760765930268368	0.2955543638225262	0.56128267326938	0.5791610877452231
HES2.hg38.10000	0.070685918735818	0.331198695878541	0.4134500276364568	0.0524014031440276	-0.0370627278444848	0.6107314126736374	0.6752074562403557	0.0124957622056941	-0.086697355382152	0.2330405896494061	0.493574732010259	0.650006174335735	0.048418887050305	0.5059481425301866	0.621350635046913	0.0465397958308603	-0.088367443855213	0.2241277114251253	0.3403829166776573	0.0121777862127407	-0.0846571560581094	0.2442633298172361	0.4851120498580192	0.6730071984529181	0.0453823182909422	0.533021485734168	0.6545573293869099	0.0463429283287857	-0.0976148556875599	0.1791363146855515	0.2849552347529659	0.0124802833926994	-0.0873161423975573	0.2297096232427324	0.5154793331101793	0.6737360723648467	-0.0310924652989071	0.6693873655968363	0.7733148719438819	0.0482303661786336	-0.217820882388231	0.0024698211114652	0.0075090528953419	0.0171804166605449	-0.0447020599954581	0.5391846423016735	0.7566117578884043	0.6683523671176572
HEY1.hg38.10000	0.0153564199252586	0.8330049148178148	0.8675216930561221	0.1043871602014264	-0.1389884457181701	0.0551659315345767	0.0954016338923643	0.0550716291940394	-0.0823442888011244	0.2574348899517784	0.5189884983379662	0.5599607991669162	0.4023490136322847	7.937159135715951e-09	1.0686817836303263e-07	0.0735767243064125	0.149849734617587	0.0385397585253184	0.0864988252868239	0.0310229371239185	-0.0990667787093663	0.1727252186491037	0.3994932971209333	0.6153342176739917	0.4102852383334603	3.7551967207095405e-09	5.243367272990728e-08	0.0710418352991294	0.1591115124412338	0.0279095488537968	0.0674480763966756	0.0308982387972934	-0.1129650092441238	0.1197214267117407	0.3478288824559619	0.6426961497833364	0.3230900701231372	5.146018434118963e-06	3.39547093192554e-05	0.0707830376979646	0.005449926137371	0.940353462662954	0.9555613353744842	0.0405470462364021	-0.0424013129135876	0.5602884193445523	0.771434817500464	0.5622288690695725
HIC1.hg38.10000	0.0182026708653327	0.8026374042772735	0.8476030851891655	0.0917341262482493	0.0566324616505827	0.4364727729308908	0.5063084165998334	0.0226231034590019	0.0846916180874468	0.2440706883097664	0.5055749972130875	0.480397929206044	0.4552603473663622	3.66713325596853e-11	9.875065982143828e-10	0.0422408367148022	0.4516901090968883	5.431022336090482e-11	1.204409071003595e-09	0.0120590141854333	0.1071266996573726	0.1401991169004992	0.3498655583188019	0.517639822764186	0.4549969503851017	3.775522935857826e-11	9.489147645456003e-10	0.04178271498422	0.453116831705525	4.644747569486706e-11	1.0300410786449931e-09	0.0121305619567638	0.0919892675221023	0.2056359167167989	0.4785477814952668	0.5235796619732286	0.4444304911068709	1.1902732303736237e-10	2.136823846908838e-09	0.0416266527293323	0.3894297107489644	2.5755779190476132e-08	2.1577619455132226e-07	0.0169442807818451	0.1962201917508907	0.0065180446102335	0.0372318608796673	0.4845659124404101
HIF1A.hg38.10000	-0.2073395522266181	0.0040017745288558	0.0126778907342743	0.0719541477822515	-0.1599772098095676	0.0270584600663888	0.054983751024457	0.0280001023341941	-0.0741724138133482	0.3078424735347267	0.5467505736626267	0.4991138443842846	-0.0581031965087458	0.4246350333267189	0.5520255433247345	0.0475574496760216	0.0264113361906063	0.7168445658316749	0.8093943017277708	0.0169640899391539	-0.0729954934136865	0.3156027671512316	0.5665821105524492	0.4892486544284884	-0.0330550670198919	0.6498609018979772	0.746943780535175	0.0533780486954347	0.051212844948993	0.4816872476747724	0.6142143911469699	0.018432521347443	-0.0215089042464031	0.7677327508923211	0.9101737329761164	0.5540273865334812	-0.1473366916515746	0.0419534902873872	0.0952799146888251	0.0433836322900564	-0.1260851191549529	0.0822045666950736	0.151176203141672	0.0257510880735077	-0.0796795975755379	0.2732063672713315	0.5309216518623299	0.5095603718546989
HIF3A.hg38.10000	-0.3394115461870512	1.5605074100730074e-06	1.9610376453250795e-05	0.0935865077210569	-0.3226753754809129	5.299712884947759e-06	5.257873046382381e-05	0.0241777293939701	-0.0171282980815939	0.8140681295569929	0.8882096923800203	0.6024364336743899	-0.2833781654137052	7.115402265916734e-05	0.000352961401875	0.0444573014228433	-0.2421810421693695	0.0007370098677598	0.0028989433667007	0.0135044517250721	-0.0832671689036822	0.2521217260985978	0.4924864805138413	0.6177247626926088	-0.2830610641382086	7.255214154641156e-05	0.0003907451051856	0.0442598270212325	-0.2471341880523459	0.0005675585684898	0.0022457320766633	0.0137323062814571	-0.0770042150258836	0.2896878842584374	0.5666890725896412	0.6353049835090901	-0.3848357147948	3.8674971006153e-08	3.940665964680995e-07	0.0455690359787915	-0.3890989332672599	2.6526355567170425e-08	2.1740078367007065e-07	0.0209498774887349	-0.1318723447223068	0.0689879633142367	0.2301633820306835	0.5864190601252802
HLF.hg38.10000	0.098132924981198	0.1768288880614779	0.2406660317659826	0.0391098998961523	0.0086903842692402	0.9050239327267844	0.9171882328978432	0.0097908305338433	-0.086789775687088	0.2325409384696903	0.493574732010259	0.7076250331812378	0.1180215496408433	0.1039344685383887	0.1902101681503522	0.0363269963819612	0.0040429702874895	0.9557334322235578	0.9625876696852116	0.010159165698615	-0.1318263897408416	0.0690856435716854	0.2346422308695984	0.7397788741900106	0.1153568488653265	0.1120360606574761	0.1973719386348996	0.0361285076258786	-0.0007625589445612	0.9916466235915896	0.9916466235915896	0.0102608517874357	-0.1341803934018814	0.0642250083189753	0.2284229069457895	0.7352884768088566	0.0990836275936331	0.1726518333637776	0.28673894792134	0.0365018148333995	-0.1005998621466479	0.1661421848680528	0.2735179200666198	0.013256507928773	-0.1185247074877879	0.1024578580206723	0.2920888545580661	0.7541600320655781
HMBOX1.hg38.10000	0.0592274904395088	0.4157126389378949	0.4867194561477838	0.0495945969842033	0.1797528767783241	0.0128381412132221	0.0314284366063943	0.0112670889196356	-0.060384047713374	0.4066498231790757	0.634959843241251	0.5873248018245737	0.2056595215855196	0.00431469725464	0.0128081957873959	0.0469453960793083	0.196803818329275	0.0063571440333921	0.0191731464047106	0.0114882134894506	-0.087522789556572	0.2286047501192888	0.4709507693714311	0.605277747647214	0.2140152985572606	0.0029504161165578	0.010045802221477	0.046368395087134	0.2041247660712847	0.0046196160145566	0.0146352540965366	0.0116124511738386	-0.080440761423471	0.268635860309477	0.547436320738772	0.5951068457681337	0.1359062040954952	0.0608424120900661	0.1246608117280159	0.0476772285225904	0.0546729827667319	0.4525336326026435	0.5953243477120959	0.0145053417995996	-0.0469142576331731	0.5192727505542652	0.7552814202640151	0.6218417269760788
HMG20A.hg38.10000	0.0142289059375554	0.8451060942760971	0.8752884547859576	0.0442933851597931	-0.0325967989078572	0.6543996568929242	0.706901635096368	0.0103161565926255	-0.0342981517282695	0.6376143305288753	0.7938411822167357	0.6703025451558686	0.1276160321735497	0.0785245756088414	0.1480188250226661	0.046890648316619	0.0230446275112721	0.7516727322082655	0.8261825657216212	0.0106895722636691	-0.0199853512437363	0.7837638856294971	0.900850563665611	0.6732358295064674	0.1263076170011839	0.081661269259494	0.1531656642329814	0.0459823783541264	-0.0026161968096471	0.9713467243057694	0.9772635925821104	0.0110327798520311	-0.0011509536460791	0.9873922843428808	0.9998717547424754	0.6827736638440347	0.0419105106506753	0.5648411881210733	0.6958991108550479	0.046700037606158	-0.1891271561510489	0.0087846541646211	0.0226836617812476	0.0141181068660757	-0.0194395587571411	0.7895294407741347	0.9039395804216782	0.6720667822794417
HMGA1.hg38.10000	-0.0187964932535535	0.7963372292488363	0.8433121781652003	0.1037461256332513	-0.1681261782492014	0.020078843127015	0.0447912654371873	0.014676991282572	0.0103784559425835	0.8866887014630602	0.9245376388340774	0.596456764569195	-0.2997326120813414	2.5260968054072557e-05	0.0001380200718316	0.1091103584671078	-0.3876267336185342	3.0233534102469673e-08	2.9888048422258977e-07	0.0151556864606753	0.065482347861676	0.368114988587608	0.6279608628847432	0.6429410119411348	-0.2769039690811667	0.0001053747103331	0.0005159255298131	0.107319339220199	-0.3485689060487883	7.749988663164525e-07	6.086970262527137e-06	0.0156092843802544	0.0659124765723183	0.364970488616914	0.62828253063277	0.7318402983737489	-0.3201774140060002	6.3218163741084444e-06	3.972207955064806e-05	0.1078563317481116	-0.3993573875394168	1.0471200527761823e-08	9.399149045157637e-08	0.0189681501378836	0.0563876037170384	0.4384617549795797	0.7243588175055687	0.6108532229683222
HNF1A.hg38.10000	0.1052144134794234	0.1474574933814665	0.2058943518696773	0.0573756018654151	0.0751117082971963	0.3017396748518747	0.3669543787714734	0.0109120857625168	-0.0088139147743327	0.9036803633880884	0.9333904027323544	0.452395806075051	0.0148380173131469	0.8385640402388027	0.8733111689779797	0.0461935805894683	0.0261111791174923	0.7199272619293753	0.8096822073022675	0.0098213850133062	-0.006452089435943	0.9294115426714978	0.9616757538499322	0.4730841967344065	0.0161092532772617	0.8249466550644878	0.8685064953974713	0.0453583315045797	0.015839248538165	0.8278347036239262	0.8837759647823183	0.0098719848322517	-0.0013576597087939	0.9851282360454784	0.9998717547424754	0.4663782369491606	-0.0198598143578598	0.7850889820895454	0.8548810673947083	0.0463159935949565	-0.1037501493486814	0.1532053127411422	0.2601729860513992	0.0114275350674946	0.0339209241715389	0.6413205226535683	0.8237287353882462	0.4699666619256403
HNF1B.hg38.10000	0.099468422605165	0.1709821499256307	0.2343835458704835	0.042641005209187	0.0231081401724273	0.7510107790329277	0.790868893003949	0.0099747714446081	-0.0942016257315682	0.194895993285191	0.4347679850208107	0.4411005693846009	0.1365648798665319	0.0595906324861025	0.1201372644238537	0.0420227725200735	0.0364135709351487	0.616999020263228	0.7455404828180671	0.0104356210904775	-0.1232984361001146	0.089258376773365	0.2713742584157953	0.505647043393324	0.1438512760863518	0.0471053243121343	0.1020615360096244	0.0469859345677783	0.032341737879546	0.6569313337607998	0.7691401019497562	0.010876474754895	-0.1325918278844678	0.0674732793760799	0.2333708837135976	0.5583672100950843	0.0769737495725977	0.2898793101839776	0.423583333098293	0.0454420317845482	-0.1326582522342451	0.0673348197940958	0.1322147242831985	0.0122520407734195	-0.0665561910443435	0.3602957505340808	0.6561908113591712	0.5291130166209781
HNF4A.hg38.10000	-0.1102696544704249	0.1288662283336639	0.1905198748305542	0.060131034014558	-0.1661475750085942	0.0216118221949172	0.0476471167689112	0.0131035914057905	0.0190288545884961	0.793875540863873	0.8849253359059742	0.5008890922380346	0.1292137315849612	0.0748270584028456	0.1431969594815879	0.0449340119767138	0.0768976191596301	0.2903580355216762	0.4178052648537097	0.0097263700005777	0.0245403264571795	0.7361330986120382	0.874616201785576	0.4958675606084228	0.1299638536644273	0.0731404042859656	0.140683328652087	0.0441484002487403	0.0625856361032849	0.3897248314510158	0.5210151115497622	0.0097990423453785	0.0345329460394202	0.6353120416045925	0.814668842465753	0.4912367270938652	0.0958430788138809	0.1871954824132625	0.3028871110291844	0.0450872547503281	-0.0990384600444139	0.1728486126682928	0.2784783204100274	0.0125731328712683	0.0436829818620222	0.5484833050041094	0.7630192102824694	0.5068124652600058
HNF4G.hg38.10000	-0.171675003837525	0.017564230307302	0.0413857176615804	0.0513635961080561	-0.332441889480617	2.6193837091022377e-06	2.7430768286987323e-05	0.0125222592977893	-0.0102398397405206	0.8881921708940265	0.9245376388340774	0.5205222971856319	-0.1009686563907069	0.1645868909908219	0.2674536978600856	0.0498249697089374	-0.2965273542234815	3.1100258975528865e-05	0.000169924603388	0.0127999057731389	-0.0633874610208437	0.3836678457667808	0.6421126235809317	0.5702422309201212	-0.1058818691127226	0.1448923689932468	0.2471693353414211	0.0492829026404282	-0.2951093596973064	3.407049697362239e-05	0.0001861532950587	0.012697994190367	-0.0750623248842764	0.3020585257873148	0.5667910882917814	0.5643726819251536	-0.177271545194559	0.0141543716425323	0.0375788599241879	0.0516527481472303	-0.4315716719510122	4.5692756658798727e-10	5.22005129102034e-09	0.0194044614940245	-0.0599777475932476	0.409820193401993	0.6866765018335617	0.5538859466459294
HOMEZ.hg38.10000	-0.2941538340236668	3.622060874030249e-05	0.0002354339568119	0.0645577972744606	-0.2959849820406275	3.220629846693642e-05	0.0002529536358757	0.0137663641482434	-0.2442399957068104	0.0006615870125798	0.0046188574767147	0.7394450757300685	-0.1597606230186682	0.0272692799867743	0.0623061730606903	0.0447968227198553	-0.1782314625280799	0.0136317911765959	0.0375123012669829	0.0109309905803081	-0.2160559808372478	0.0026830957769387	0.0187319834797392	0.7664401272544951	-0.1613993211311415	0.0257085848501791	0.0590983932226678	0.0448248709565594	-0.1775928507882705	0.0139775324709017	0.0373725513583685	0.0109866849087107	-0.205412877737975	0.0043624448882918	0.0283292960251681	0.7767944135596737	-0.2171546179395884	0.0025484565332706	0.008354505330809	0.0449141427440515	-0.2799975532276076	8.745247910555682e-05	0.0003833672630557	0.0147304400163339	-0.2272569539936696	0.0015690041439859	0.0111606521185414	0.7644357667894999
