site_name	pearson_r_central_coverage.single_length.35-100bp	pearson_pval_central_coverage.single_length.35-100bp	lin_reg_RMSE_central_coverage.single_length.35-100bp	pearson_r_mean_coverage.single_length.35-100bp	pearson_pval_mean_coverage.single_length.35-100bp	lin_reg_RMSE_mean_coverage.single_length.35-100bp	pearson_r_amplitude.single_length.35-100bp	pearson_pval_amplitude.single_length.35-100bp	lin_reg_RMSE_amplitude.single_length.35-100bp	pearson_r_central_coverage.single_length.100-200bp	pearson_pval_central_coverage.single_length.100-200bp	lin_reg_RMSE_central_coverage.single_length.100-200bp	pearson_r_mean_coverage.single_length.100-200bp	pearson_pval_mean_coverage.single_length.100-200bp	lin_reg_RMSE_mean_coverage.single_length.100-200bp	pearson_r_amplitude.single_length.100-200bp	pearson_pval_amplitude.single_length.100-200bp	lin_reg_RMSE_amplitude.single_length.100-200bp	pearson_r_central_coverage.multi_length.35-100bp	pearson_pval_central_coverage.multi_length.35-100bp	lin_reg_RMSE_central_coverage.multi_length.35-100bp	pearson_r_mean_coverage.multi_length.35-100bp	pearson_pval_mean_coverage.multi_length.35-100bp	lin_reg_RMSE_mean_coverage.multi_length.35-100bp	pearson_r_amplitude.multi_length.35-100bp	pearson_pval_amplitude.multi_length.35-100bp	lin_reg_RMSE_amplitude.multi_length.35-100bp	pearson_r_central_coverage.multi_length.100-200bp	pearson_pval_central_coverage.multi_length.100-200bp	lin_reg_RMSE_central_coverage.multi_length.100-200bp	pearson_r_mean_coverage.multi_length.100-200bp	pearson_pval_mean_coverage.multi_length.100-200bp	lin_reg_RMSE_mean_coverage.multi_length.100-200bp	pearson_r_amplitude.multi_length.100-200bp	pearson_pval_amplitude.multi_length.100-200bp	lin_reg_RMSE_amplitude.multi_length.100-200bp
GFI1B.hg38.10000	-0.3620930045222276	0.1397848317664569	0.2248636476152704	-0.2872242699938663	0.247819321892164	0.050132822142329	0.2878149344550802	0.2468048340693206	0.422636934550122	0.5732558615755403	0.0128812079973889	0.0112385261378647	0.1817227542411389	0.4704927635741462	0.0115696880870021	-0.6806362813783001	0.0018771658694787	0.1261998689226854	-0.5173429358294839	0.027894110242269	0.1392600387181962	-0.4777178216290285	0.0449604890020975	0.0323006213916103	-0.056334638790711	0.8242948003920918	0.2543698679885174	0.5674057459673266	0.0140515751287505	0.0115669136487267	0.1908916552405133	0.4479956495485546	0.0121684701712137	-0.6460183419538135	0.0037754694991642	0.1303880814025438
GLIS1.hg38.10000	-0.132687294655444	0.5996801353080945	0.1314773384820149	-0.1800999137594794	0.4745322994842894	0.0283081712623046	-0.0315720662265142	0.9010280480481506	0.3627692378426438	0.2169253044189907	0.3872433022414724	0.0242734551224464	-0.3883730530108381	0.1112285336033696	0.0067496355308509	0.8004865240325801	6.606085023876056e-05	0.0835831778406543	-0.3455366024584534	0.1601860131907203	0.0891623347463757	-0.4168106970718155	0.0852955769738338	0.019591235926787	-0.0943306397870797	0.7096610712690796	0.3369825838026344	0.2963627844220789	0.2324176498121514	0.0272380755408838	-0.2852206210896322	0.2512802541423574	0.0073857110785211	0.8057338937658656	5.433114417752024e-05	0.08279618038531
GLIS2.hg38.10000	-0.0170489051928747	0.9464671207734278	0.1575341737502432	-0.1462603867498411	0.562514617824284	0.0778179567263958	-0.2657775334981772	0.2864375912016724	0.2963239901639591	0.4128070246547813	0.0886502720434357	0.0311807241859044	-0.089844854360515	0.7229399792989774	0.0171414157888865	-0.5688888955988631	0.0137471610024655	0.0994650675873348	-0.303842791018576	0.2202779715717535	0.0832360172332704	-0.4454161750550065	0.0639647157333261	0.0433496482439641	-0.4199480154962288	0.0827322301330734	0.2899038273828856	0.4456209590027864	0.0638279777047993	0.0352098069600362	-0.0118807109347674	0.962682030546166	0.0181418643716354	-0.5476078145037364	0.0186523340681069	0.0985873272049529
GLIS3.hg38.10000	0.2896414432362449	0.2436843718758713	0.0742932966940623	0.0297026413102648	0.9068634511731216	0.0209418538296299	0.4241685399926219	0.0793732772517338	0.2956058476136398	0.2833052153091647	0.2546170656646304	0.0225622037345989	0.0133311240484286	0.9581297748013352	0.0044204441742861	0.2886128750085257	0.245438516891934	0.0670081256230184	0.1235945312667438	0.6251229406736701	0.0375432893651451	-0.2645670285074938	0.2887207259103865	0.0125178941011507	0.4507652627735167	0.0604639676205019	0.2327958780839168	0.334128315070464	0.1753702445059368	0.0285196950147683	0.1555146014882915	0.5377672544768382	0.0054690626174993	0.2791634756421128	0.2619269879833231	0.0683698207203779
GMEB2.hg38.10000	-0.3525471729744375	0.1513138252273556	0.391080503440777	-0.2380321659189142	0.3415268924980758	0.10732691947125	0.0372078215308365	0.8834663998025192	0.4140480926171929	0.1906174829280339	0.4486602486835664	0.0344299156193537	-0.0072752171277306	0.9771434370284362	0.0309792142383543	-0.3572351336366759	0.1455730699308661	0.1589836999518422	-0.5038991925116881	0.032993809914551	0.2406547631045074	-0.4593299361178273	0.055159646611343	0.0698468590112729	0.1205833881890681	0.6336400590236406	0.3183816528245818	0.2140565924745568	0.3937050863939684	0.0378612545315701	0.0294205907629408	0.9077442722286896	0.0321511897319757	-0.3397453595489519	0.1677776215123254	0.1516582711516169
GRHL2.hg38.10000	0.0371376281068284	0.8836848293211318	0.2063402222508986	-0.0678566716728142	0.7890600844077117	0.0324215026624558	0.4514163513579428	0.060047841839226	0.421045432892272	-0.930048626218515	2.3110672037925757e-08	0.0211254751385868	-0.8566259892954543	5.668576580833069e-06	0.0116173359973546	0.8391613095855341	1.341770966872212e-05	0.3785718392345745	0.0208577385269888	0.9345295864040808	0.1723276635071146	-0.1420103775479427	0.5740433727847736	0.0275042083682154	0.344963674181741	0.1609264161402303	0.4521209799808244	-0.9241101296177886	4.3515342563617615e-08	0.0214363942523703	-0.8476273997011373	8.95421410332663e-06	0.0117732798325404	0.8384063759883627	1.3894926161315317e-05	0.3771799900570295
HAND2.hg38.10000	0.0550325717885184	0.8282980315154387	0.0757586865874296	0.1918680953902294	0.4456328453735297	0.013661170998776	-0.1326435337996333	0.5998015643406216	0.4504033156631584	0.1437485682374099	0.5693160883677529	0.0186006634395356	-0.0915230728883702	0.7179630335332384	0.0033126416752619	0.6951838758672184	0.0013614536006115	0.0796879473483178	-0.1656162584875893	0.5113316970639323	0.040069931866938	0.1417709504119409	0.5746958449706117	0.0103421314594254	-0.2764460039775457	0.2667934969766175	0.3588715511301704	0.24260870467619	0.3320447897585038	0.0189026250991462	0.0004804249860666	0.9984904623435616	0.0035360056128878	0.691265989312219	0.0014870823627043	0.0793810360846489
HES1.hg38.10000	-0.5950194385471637	0.0091906222036834	0.0875682918569986	-0.5317381316279368	0.02313571119873	0.0190826801413214	0.101460333947438	0.6887198023183636	0.3127882324927293	-0.4740910541821234	0.0468486115652946	0.0132318888444329	-0.5354116836952695	0.0220297722629094	0.0055704117399999	-0.2435161768868049	0.3301830332622473	0.0613019021141227	-0.5002722671866445	0.0344856278835001	0.0591036114056152	-0.426430442145407	0.0776148313735677	0.0158886089950868	0.2220186020400994	0.3759157193515392	0.3334992240437385	-0.4129141193210455	0.0885593078855463	0.0153422837865335	-0.5917474919197989	0.0096833253207062	0.0050136111620651	-0.2312215786098303	0.3559235598399125	0.0635268276395593
HES2.hg38.10000	-0.3283480272297634	0.183421494048427	0.0923223157847137	-0.2967315867123049	0.2318092692883984	0.0193015195955351	-0.5429744738325095	0.0198835961154741	0.2419334936230047	0.207776053635582	0.4080557254381245	0.0166595365461364	-0.4399197651011125	0.0677168535528862	0.0074360598365978	-0.7788775075395191	0.0001397358943166	0.2009497153772322	-0.4264694324257997	0.0775847726856815	0.0810620305179617	-0.3637783169262741	0.1378146320696354	0.0184177751141363	-0.6304278975176999	0.0050359218612102	0.2553834926036365	0.2153613263629339	0.3907588981438866	0.0166540864311788	-0.4377196889102462	0.0692636052628142	0.0074384897629669	-0.7803381590844806	0.0001331830068239	0.1986254338362376
HEY1.hg38.10000	-0.1098988798320987	0.6642106957943795	0.2082388175505239	-0.2142944388116973	0.3931671087233968	0.1076581086939038	-0.4404456330974803	0.067350970038569	1.1354012977913202	0.6587056484023006	0.0029517583224778	0.047820849236137	0.0881559464770481	0.7279593293193727	0.0296525276404228	0.0494281480736755	0.8455737927014688	0.2719198446596572	-0.3122495833985596	0.2071331308715287	0.1399515398463245	-0.4500013912686296	0.0609549186464623	0.0685023817470172	-0.3525042915723472	0.1513670438859179	0.7022211353925866	0.6591329149314682	0.0029268298819799	0.0532457451356403	0.1255165760638499	0.6197098178631778	0.030875582262929	0.0751333663002508	0.7670023523218084	0.283107374180329
HIC1.hg38.10000	-0.4244225792884317	0.0791743393980196	0.1315099847158598	-0.3054619323383098	0.2177053195778386	0.0360557759341485	0.5418146690014123	0.0202015850706367	0.2789542011676105	0.8861189293648727	9.894181215115937e-07	0.0167916899847987	0.6944939926241518	0.0013829121055025	0.0081055111179614	-0.3458892714191138	0.1597314113554393	0.1287934680645181	-0.6777960395282226	0.0019946130843849	0.0815556426208133	-0.5576924693455926	0.0161801282764979	0.0228203786563885	0.3176246106870435	0.1990038920658953	0.2928584054378613	0.8755609466733711	1.9427917208761928e-06	0.0193651047889185	0.6899216520700576	0.001532342237858	0.0087861252825055	-0.3139234907136915	0.2045785604252455	0.1315643234680862
HIF1A.hg38.10000	-0.417368388709956	0.0848357368587327	0.3175389416093199	-0.2862433220419579	0.2495099460314866	0.0589020652356816	0.1704194135381833	0.4989811634505148	0.4134535480386527	0.001872527245303	0.9941163992971728	0.0327288508412293	-0.205447073973613	0.4134478147055154	0.015960734022075	-0.6742779874566124	0.0021484379011394	0.1851826841883335	-0.5652371526051091	0.014506297973688	0.2059709172267673	-0.4914822454510501	0.0383166080126234	0.0400267839846104	0.0576205609011155	0.8203452523034953	0.4609042865839561	0.0360648027632731	0.8870242566008018	0.0342937434638588	-0.1685526875649454	0.5037640758197767	0.0165065223699631	-0.6730732879337311	0.0022033096654396	0.1822310706788843
HIF3A.hg38.10000	-0.3070804077252714	0.2151532854863272	0.2561578153288317	-0.1863974722478079	0.4589530745394702	0.0410278655195701	-0.3238526067890779	0.1898512247436094	0.5228193003798796	-0.6343618138743357	0.0046895544526331	0.015730161769173	-0.6814285050284901	0.001845446260928	0.0092450092916485	-0.0811480970225679	0.7488970071922321	0.1722539963111284	-0.4184323532921216	0.083963473608582	0.1720827223298915	-0.3886172001188523	0.110984482834891	0.0266270592565295	-0.1896563358285038	0.4509940723476717	0.5145346686552345	-0.529720066889045	0.0237614783411686	0.016972433079601	-0.6415838856273605	0.0041042571784899	0.0096044407971619	-0.0890468865994239	0.7253101726481836	0.1732706600042564
HLF.hg38.10000	-0.3076332171127683	0.2142860841477837	0.1042474967190184	-0.3144874073178575	0.2037226376852691	0.0186270149800566	-0.319389722964528	0.196380895266156	0.2486463901158003	0.1095954780076733	0.6650864830568373	0.0216799345712731	-0.2153205275200773	0.3908508414916005	0.0054288358276831	-0.5862490960696394	0.010558887541966	0.2712557288347391	-0.4905513104636337	0.0387406811321361	0.0771993786565202	-0.3972280965595597	0.1026190073083873	0.0155813947004864	-0.1729795274756264	0.4924572826974068	0.2982204677463388	0.1245536737573526	0.6224193701614478	0.0212404757975443	-0.2059684942302754	0.4122373195305588	0.0054645363630661	-0.5795986109634775	0.0117014695944295	0.2699841405279664
HMBOX1.hg38.10000	-0.4165467540632808	0.0855138414766751	0.193771956760262	-0.262315412098996	0.2929968473058565	0.0276615417854105	-0.2873034301366499	0.2476832088665781	0.2669990339753935	0.2053642521388097	0.4136402631018688	0.0321918075270228	-0.0561529343195578	0.8248532090493206	0.0075249247426279	-0.6829870717837714	0.0017843358641887	0.1704011865846671	-0.5877685329746751	0.0103108331863687	0.1472204950087224	-0.3990128305072566	0.1009433990860563	0.0216681962930777	-0.3453327108851646	0.1604492382351664	0.2718575724367504	0.2380254081898138	0.3415410082665998	0.0320304540281443	-0.0529517829411492	0.8347037869773223	0.007601740877228	-0.6734244327675382	0.0021871976846428	0.1719681833381419
HMG20A.hg38.10000	-0.2083333644989406	0.4067710643985801	0.1399585669798468	-0.2351455392294987	0.3475872095831838	0.018607803419463	0.2399815554761341	0.337469022553392	0.3703842043742333	0.0723783508523999	0.7753345194800222	0.019453357781324	-0.528786497141398	0.0240554013255742	0.0059624284833704	-0.6700681937978189	0.0023452414953133	0.1047768170224492	-0.3167458394255847	0.2003183383486489	0.1015417489030558	-0.4019651360525988	0.0982149154380936	0.013851977849044	0.0810990227325305	0.7490442383610656	0.4336232508096553	0.1248097426616051	0.6216983541978598	0.0198680713592353	-0.5129428901200239	0.0294906122835663	0.0060136744545345	-0.6539422724193852	0.0032416774240817	0.107105790688475
HMGA1.hg38.10000	-0.4047151823170591	0.0957215268018376	0.4334988826219057	-0.4595862921073986	0.0550064641547827	0.0384963212764924	-0.6264510043369608	0.0054069580291243	0.5814661451769135	-0.5613529136131056	0.0153499312946391	0.0937792403774352	-0.6295627510981354	0.0051148197492367	0.0111476535403183	-0.6124663928488239	0.0068921778083161	0.2266898341827136	-0.4119257279171636	0.0894014090519736	0.0374673547070521	-0.3745522875125402	0.1256744555579651	0.0082444140540009	-0.0516834283713436	0.8386133338478099	0.3967981413742837	-0.554462300987602	0.0169419085334488	0.0924793524962832	-0.6347530748118823	0.0046561948628572	0.0111969388197192	-0.5495450469474505	0.0181557141597167	0.2413994819857336
HNF1A.hg38.10000	-0.3016529330414305	0.2237886123783644	0.0642897832650088	-0.1262943360247806	0.6175246420395378	0.0150661336600006	0.4559443450927958	0.0572128722005208	0.2641771468138487	-0.3132218961824031	0.2056467429804643	0.0271696504402681	-0.4607715563283356	0.0543023774203292	0.0103216088801642	0.4151523015488279	0.0866737294738478	0.1264052591418349	-0.3338254375984337	0.1757861061324738	0.0628361729708526	-0.1969185072121132	0.4335147369057076	0.0138290477558605	0.3735666763250049	0.1267526440313542	0.2151985707162612	-0.3217927817502083	0.1928467820520665	0.026861822412821	-0.4618654542790272	0.0536586013118654	0.0102804045952824	0.4127831081605826	0.0886705955281937	0.1252967438811629
HNF1B.hg38.10000	-0.2949350193659837	0.2347825407835689	0.078738451364045	-0.0566453561937068	0.8233400992507437	0.0165647947122315	0.0762950722831263	0.7634961516104976	0.2344505651522131	-0.2721642078892054	0.2745745235088468	0.0275055990990662	-0.4675803524314946	0.0503882804899243	0.0082725490304386	-0.2433768616092996	0.3304684533627641	0.0571316626828174	-0.3716152742291372	0.1289064655712092	0.07221058920907	-0.1919238683173806	0.4454980790471309	0.0137994350178387	0.1073456650301372	0.6715935138413154	0.306445933687599	-0.2583840208739899	0.3005544977318694	0.0274189593326638	-0.4585646612741333	0.0556188347566238	0.0082580920451026	-0.2517881276903397	0.313494891702491	0.0582759571196869
HNF4A.hg38.10000	-0.1297712510337739	0.6077935109170995	0.1108239741278215	-0.2449332335717909	0.3272880485466198	0.0263304276453869	0.3048556835393272	0.2186662942047182	0.387921329102249	-0.0400407967653135	0.8746575193921765	0.020643421683351	-0.3661245460503128	0.1351040700036943	0.0088191898573405	-0.1676109948983587	0.5061851314715258	0.0920412712749681	-0.3472603725519493	0.157972382689785	0.0752587426143278	-0.4219504602166188	0.0811258530580177	0.0194965259481287	0.1657513883901173	0.510982275183619	0.2498252399632948	0.0560809846692558	0.8250743446585482	0.0212865204461192	-0.3174535800966749	0.1992592688509524	0.0090735607039796	-0.1638398375591103	0.5159356508811261	0.0913284023588185
HNF4G.hg38.10000	-0.0274681852504095	0.9138442325333828	0.1330074012283292	-0.2164662219916737	0.3882734429380163	0.0283833748294457	-0.1591311494202017	0.5282322553896671	0.3476559100015528	-0.7083861344506865	0.0010010149378143	0.042025529174657	-0.7561249007735164	0.0002829077090165	0.0179927409975907	0.8655780494242938	3.4857306638063736e-06	0.1410336311799433	-0.035393870081287	0.8891136203553184	0.1159104648822065	-0.2189857891601442	0.3826383228392787	0.0280181573853936	-0.1137485027832321	0.6531347880554801	0.4086255702693476	-0.699752081851964	0.0012262209470753	0.0422149542666921	-0.7536700415200793	0.0003039210378303	0.0179830464501088	0.8657058443431465	3.460763065931636e-06	0.1412691419525116
HOMEZ.hg38.10000	-0.4761111511935733	0.0457896595106296	0.3511066459493442	-0.3791598375351337	0.1207195743364678	0.0311631583784261	-0.443850525192296	0.0650173482693259	0.7989578065600245	-0.2560403856158855	0.3051150961744374	0.0178997985042429	-0.5952180651742682	0.009161373882801	0.0069528093517262	-0.805959041143073	5.38703901781721e-05	0.2164284203067643	-0.5977964857918276	0.0087884387044668	0.2551232401668279	-0.524351670794673	0.0254906647116031	0.0226172847466958	-0.4189866747415945	0.08351163087578	0.6117037343209808	-0.1759519492724402	0.4849348938872359	0.0183705064394602	-0.5768510426297562	0.0122014243784761	0.0070123890230959	-0.8020480838762587	6.236473862509986e-05	0.2154515214834154
HOXA2.hg38.10000	-0.3341350736982619	0.1753609722279027	0.0496761325560553	-0.3512404300365082	0.1529413603415412	0.0429238292053642	0.0952343658928999	0.7069953130636802	0.357359565244344	-0.2703561537349842	0.2779017211744504	0.0283538985121125	-0.4383111513889349	0.0688452342397558	0.0146863599868465	0.2583736396547879	0.3005746081737545	0.0755185091985819	-0.210272809602923	0.4023174555122835	0.0518764075325495	-0.4638003560503825	0.05253397272722	0.0327869288440629	0.2756879596653506	0.2681609618716475	0.4373413426196958	-0.311277860179083	0.2086256279757943	0.0276524990235241	-0.4392899931634552	0.0681569681007865	0.014691263621279	0.2512919532550796	0.3144815032917442	0.0771285627914406
HOXA6.hg38.10000	-0.2579771403093293	0.3013433102052736	0.2054179624714917	-0.228259850085125	0.3622902912803905	0.0763302719853371	-0.1905979108026568	0.4487077112130352	0.4580450983036313	-0.0211652441931179	0.9335663580314724	0.0325921316758006	-0.2874236142348554	0.2474766469073382	0.0206794021667237	0.4332465772854162	0.0724888654908559	0.068215877757808	-0.378031360088405	0.1219201522517539	0.1474907286448389	-0.4374007677927173	0.0694899739962237	0.0497430752414879	-0.2896994825530249	0.2435856277471697	0.3715510021588183	0.0160095930968189	0.9497264903003146	0.0343293239680324	-0.2518836215056064	0.3133052194703425	0.0211895689493897	0.4739949110627206	0.0468994696060756	0.0657687350834059
HOXA9.hg38.10000	-0.566762199274756	0.0141853180855757	0.0597248100118535	-0.5328672374318917	0.0227912653117449	0.0158348501257752	-0.1621106411027933	0.5204357681219675	0.3209402212984327	-0.1605884145685515	0.5244123056203922	0.0198478953193795	-0.4463881747875617	0.0633176285012825	0.0043534540657154	-0.0532030920544764	0.8339295922129574	0.0595417284141346	-0.4010462584277627	0.099058368317784	0.0504504055334843	-0.2501441066516671	0.3167709747451419	0.010802034064514	0.1426995181542776	0.5721671391287543	0.2682714668457409	-0.2831346115044559	0.2549156152447485	0.0185019157572372	-0.6007676641269005	0.0083739485942635	0.0037005943502372	-0.07865807434854	0.756377822560734	0.0573413275870504
HOXB13.hg38.10000	-0.187569904288813	0.456081539350139	0.1060948316414325	-0.3000261242474887	0.2264198459182197	0.0240848475528769	0.3952524519088962	0.1044970219997213	0.3215362970262724	-0.7690781822842867	0.0001911562728336	0.04855867615908	-0.7837218048925306	0.0001189950629891	0.0207583338975972	0.5574488175225839	0.0162366259005981	0.3970538656717103	0.0297634481612825	0.9066735698084112	0.1187639316140492	-0.1898987475331165	0.4504048726927162	0.0257234040604694	0.2805389196543598	0.2594850559058374	0.321450792761571	-0.7833700653755371	0.0001204075730352	0.04770650920249	-0.789086613738244	9.912806536751112e-05	0.0204767625460838	0.5512994646378649	0.0177150173593317	0.3994270146572695
HOXC5.hg38.10000	-0.3944345252306523	0.105281689286508	0.2777959889492836	-0.2569555170848528	0.3033293910945558	0.0272764834889318	-0.2964489405088614	0.2322754343052546	0.9329957277993896	-0.4812098735808313	0.0431977158138186	0.0194752601202933	-0.5818195398439963	0.0113094256588788	0.007843973333693	-0.633272332377857	0.0047834732789735	0.2537010438338754	-0.5149222082680416	0.0287639039695926	0.2119089774404052	-0.3963911482948835	0.1034116160078677	0.0219307443876374	-0.3692564989994853	0.1315439958267847	0.7479665916315531	-0.4364287000182535	0.0701833228748973	0.0192787067729095	-0.5661249314668502	0.0143187513193746	0.0079784869527892	-0.6316822514893277	0.0049232917595908	0.2516539409622449
HOXC9.hg38.10000	-0.4815382290017503	0.0430347127717374	0.0863055160361189	-0.2413886603563771	0.334557438465091	0.0148069791831835	-0.2783393079654113	0.2633970373907212	0.5405395577428554	-0.4762299333310748	0.0457279638085528	0.0176630871594465	-0.6342600221900216	0.0046982652450474	0.0044887823668828	-0.1043071034533689	0.680417121479274	0.0780613316790758	-0.5321123339883665	0.0230211084845004	0.0727426679898684	-0.2728323414544479	0.2733512586691523	0.0146222281522794	-0.3433291248912175	0.1630515752509146	0.5741771786580423	-0.5110034043201045	0.0302164240361391	0.0173784079573696	-0.6448641617165859	0.0038588934427312	0.0044843378532189	-0.0703084959903765	0.7816099625697952	0.0810400457703171
HSF1.hg38.10000	-0.4075498701523272	0.0931995694596459	0.1774012970802857	-0.3005931281458511	0.2255005117587739	0.0430016417142897	0.1025934899197569	0.685410803178318	0.3909981977984231	0.1548238197987768	0.5395973202335969	0.0247387686359563	-0.2054784378080456	0.4133749488367183	0.0104558676973279	-0.0745571647306284	0.7687430174201719	0.0696264133180327	-0.5592155415684643	0.0158304791400869	0.1234406880441204	-0.4874928603167369	0.0401592535761094	0.0290974258299424	0.277144800713724	0.265536752786214	0.3287487955844771	0.2043425127891472	0.4160183543075344	0.0260737469003573	-0.1513459131072156	0.5488537274144846	0.0110252851743713	-0.0565652174468914	0.8235863086716502	0.0719134965217111
IKZF1.hg38.10000	-0.4844064898145386	0.0416306964122225	0.2119316769452578	-0.3935904771687852	0.1060958279266507	0.0518791827158879	-0.4112098413215623	0.0900149595494534	0.3426737113633932	0.7590594807733955	0.0002594062269869	0.0249192016209337	0.4698909936926325	0.0491096786189537	0.011910834717787	-0.5795672056729396	0.0117070901719536	0.0903637411464263	-0.597582221988219	0.008818955896976	0.1769986230695021	-0.5725723390877183	0.0130137989638581	0.0375415426887804	-0.3280963350038136	0.1837775867961551	0.2479033692726961	0.7596580591997473	0.0002548204377406	0.0263343817744203	0.4758470982941156	0.0459270356224935	0.0125820060658572	-0.574488703693606	0.0126447827966834	0.0893835035541268
IKZF2.hg38.10000	-0.4671198973050419	0.0506460521411079	0.099665211497046	-0.4302520125611764	0.0747091361321357	0.0197761835120168	-0.0021436525171251	0.9932645234169916	0.2698512015732192	0.800071461624675	6.707401342792445e-05	0.0224928649147325	0.7789174988292719	0.0001395529175137	0.004932848057318	-0.834132508383275	1.6879736744426716e-05	0.118099255293014	-0.6948354239328102	0.0013722572380465	0.0668394067973907	-0.6405126752434622	0.0041870893003742	0.0136818090434847	0.0804908029190036	0.7508696846254932	0.3905538175894746	0.8090785001074432	4.782048543651797e-05	0.0226587446573454	0.7744841357764943	0.000161114387187	0.0051158752777195	-0.8247946484294366	2.535693303447951e-05	0.1219229541437082
IKZF5.hg38.10000	-0.4536123612411405	0.058660101274343	0.4622349926535549	-0.3196952622523126	0.1959291887024835	0.0481683623688896	-0.4132004436565862	0.0883164426779567	0.9899424804162322	-0.1504208595780434	0.5513275919642477	0.0173849730205331	-0.4223543999994472	0.0808045969602089	0.0125617101037406	-0.839296740742873	1.333360079415134e-05	0.2639155330768511	-0.5369923285144291	0.0215668621584902	0.3476052293211233	-0.5089245036757285	0.0310096909521179	0.0343523088612941	-0.4684211105285767	0.0499201667917505	0.7775913522136936	-0.0493902598812032	0.8456908212457168	0.0188414935256193	-0.3872041098204318	0.1124023106424479	0.0128653719932133	-0.8288942538279799	2.1271274482859676e-05	0.2697431099610804
IRF1.hg38.10000	-0.5453361051532393	0.019248273848794	0.2386757851962147	-0.3871521832275049	0.1124546554737476	0.0451452190040029	0.0817952905531856	0.746956091921996	0.4055061737923848	0.8758353446522223	1.910500344974234e-06	0.0249886775087086	0.6348696261869332	0.0046462949710867	0.0120417200803062	-0.8498553387724727	8.017880357975372e-06	0.4728832707498616	-0.6535941131850252	0.0032637517843508	0.1958333158882728	-0.5595967847180047	0.015743901740758	0.0334317523270618	0.3100203178845337	0.210567536692178	0.3074134419259265	0.8730820680880891	2.256452273747533e-06	0.024964870443126	0.6258820766956708	0.0054618083126892	0.012275503309717	-0.8483274417634942	8.650413126279851e-06	0.4730926420557051
IRF2.hg38.10000	-0.5103704048485361	0.0304562805484155	0.6021534800741293	-0.3754658263989401	0.1246808801049529	0.0611256325988775	-0.30747833875875	0.2145288147114331	1.6920463772153442	0.3595420396661793	0.1428040733148901	0.0202136232117446	-0.0863159929545559	0.7334395869086279	0.0160000464017486	-0.8708691535950849	2.5723346448499868e-06	0.4524067988347165	-0.5879250598547076	0.0102855472804592	0.4617626190854644	-0.5429120014713967	0.0199006234685936	0.0438797564199343	-0.3397144054091748	0.1678188416602511	1.146003561254092	0.3527378385684633	0.1510773523083918	0.0214092811234822	-0.0622555244770458	0.8061442694455891	0.0163641170803444	-0.8655655223126802	3.4881864260069143e-06	0.4574680852549568
IRF3.hg38.10000	-0.203745664665748	0.417410876748299	0.2031115756961063	-0.1749281360692533	0.4875195228626016	0.0470037788096729	-0.2036519363200306	0.4176297818753363	0.260477836466326	0.2037813243535638	0.4173276085990646	0.0101414913908189	0.3204772921587193	0.1947761738909201	0.0080773783891806	0.1205651721528727	0.6336917186393254	0.0993312050990649	-0.3905120191891004	0.1091033618958787	0.1252065362276294	-0.4325725218372237	0.0729843296567369	0.0255131087628383	-0.0991420305973884	0.6955063477347927	0.2816638098128154	0.2462265830309967	0.3246588204594529	0.0108733638152865	0.3351826852698665	0.1739277235013329	0.0088575810936154	0.1166039976243757	0.6449633178200975	0.1033493286521957
IRF4.hg38.10000	-0.5870752459880685	0.0104234290580575	0.2674206733253353	-0.4435571351951541	0.0652160278357558	0.0255671558126851	-0.148351287419386	0.5568800758039466	0.8329804288738466	0.7773772419883332	0.0001467484777258	0.0229672940909387	0.6065553319256012	0.0076117757770677	0.0063800596901281	-0.8794252576428865	1.5286901757459734e-06	0.3793189468711838	-0.6854135027240319	0.0016925339742226	0.2145756161967311	-0.605002406885829	0.007810547363957	0.0189496329521158	-0.1136932021885523	0.6532934148604623	0.6717800448122412	0.786157941588468	0.0001095918518035	0.0228166780002538	0.6052189221165332	0.007782585259076	0.0065105499956497	-0.8761352618437419	1.8757353756895617e-06	0.382474413335072
ISL1.hg38.10000	-0.2960579756892685	0.2329212367695838	0.0478003945105748	-0.0206374256326482	0.9352197460934948	0.008333292663864	-0.0496061069539402	0.8450241568714205	0.1857894941728205	-0.1005892549047302	0.6912671585582377	0.0281806277928547	-0.3617280086118473	0.1402140891528193	0.0037879282108319	-0.2206925550543875	0.3788469258230065	0.0626884914627439	-0.3626248298693819	0.1391610071566693	0.0474216504699532	0.1227486565008662	0.6275110245327438	0.0098186751514574	-0.2568700732745986	0.3034958525622989	0.2057043277427425	-0.1194206385050281	0.6369407731800136	0.0276772459796303	-0.3919977948230708	0.1076443196035419	0.0037547384573571	-0.1720719444100165	0.4947653209444324	0.060726108215404
JUN.hg38.10000	-0.446646075749109	0.0631467584400414	0.2722381808871092	-0.3120094039402427	0.2075013769820786	0.0510138741434456	-0.4403353251256695	0.0674275972220874	0.3138343553417509	0.2635368788738275	0.290672382709507	0.0253600605893834	-0.1805394547606202	0.4734365101925472	0.0137777201250353	-0.751558156846756	0.0003230352218775	0.249251782777206	-0.5600291477618226	0.0156461699454467	0.2051621876952028	-0.4531317087125091	0.0589617701496398	0.0383981692993128	-0.4213211019471563	0.0816282477885991	0.325061853994783	0.310603886461455	0.2096649227714156	0.0262944476679091	-0.1449601513669307	0.5660309563567988	0.0141798094096599	-0.747589830862964	0.0003616931996057	0.249452495251558
